network,station,station_latitude,station_longitude,station_elevation,station_starttime,station_endtime,channel,location_code,latitude,longitude,elevation,depth,site,epoch,starttime,endtime,equipment,sampling_rate,sensitivity,frequency,azimuth,dip
TX,SN01,32.86147,-100.88986,717.0,2017-03-09T00:00:00.000000Z,2019-09-30T19:10:00.000000Z,HH2,00,32.86147,-100.88986,717.0,0.0,Snyder 1,0,2017-03-09T00:00:00.000000Z,2019-09-30T19:10:00.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
TX,SN01,32.86147,-100.88986,717.0,2017-03-09T00:00:00.000000Z,2019-09-30T19:10:00.000000Z,HH1,00,32.86147,-100.88986,717.0,0.0,Snyder 1,0,2017-03-09T00:00:00.000000Z,2019-09-30T19:10:00.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
TX,SN09,32.672969,-100.739412,663.0,2019-10-01T00:00:00.000000Z,,HH1,00,32.672969,-100.739412,663.0,0.0,Hermleigh,0,2019-10-01T00:00:00.000000Z,,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
TX,SN09,32.672969,-100.739412,663.0,2019-10-01T00:00:00.000000Z,,HH2,00,32.672969,-100.739412,663.0,0.0,Hermleigh,0,2019-10-01T00:00:00.000000Z,,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
TX,SN09,32.672969,-100.739412,663.0,2019-10-01T00:00:00.000000Z,,HHZ,00,32.672969,-100.739412,663.0,0.0,Hermleigh,0,2019-10-01T00:00:00.000000Z,,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
TX,SN09,32.672969,-100.739412,663.0,2019-10-01T00:00:00.000000Z,,HN1,00,32.672969,-100.739412,663.0,0.0,Hermleigh,0,2019-10-01T00:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,0.0
TX,SN09,32.672969,-100.739412,663.0,2019-10-01T00:00:00.000000Z,,HN2,00,32.672969,-100.739412,663.0,0.0,Hermleigh,0,2019-10-01T00:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,90.0,0.0
TX,SN09,32.672969,-100.739412,663.0,2019-10-01T00:00:00.000000Z,,HNZ,00,32.672969,-100.739412,663.0,0.0,Hermleigh,0,2019-10-01T00:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,-90.0
TX,MNHN,31.34023,-102.76141,750.0,2017-08-04T16:08:36.000000Z,2023-01-11T21:00:00.000000Z,HH1,00,31.34023,-102.76141,750.0,6.1,Monahans,0,2017-08-04T16:08:36.000000Z,2023-01-11T21:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,100.0,0.0
TX,MNHN,31.34023,-102.76141,750.0,2017-08-04T16:08:36.000000Z,2023-01-11T21:00:00.000000Z,HH2,00,31.34023,-102.76141,750.0,6.1,Monahans,0,2017-08-04T16:08:36.000000Z,2023-01-11T21:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,190.0,0.0
TX,MNHN,31.34023,-102.76141,750.0,2017-08-04T16:08:36.000000Z,2023-01-11T21:00:00.000000Z,HHZ,00,31.34023,-102.76141,750.0,6.1,Monahans,0,2017-08-04T16:08:36.000000Z,2023-01-11T21:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,100.0,-90.0
TX,MNHN,31.34023,-102.76141,750.0,2017-08-04T16:08:36.000000Z,2023-01-11T21:00:00.000000Z,HN1,00,31.34023,-102.76141,750.0,0.0,Monahans,0,2017-12-20T04:05:50.000000Z,2023-01-11T21:00:00.000000Z,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,0.0
TX,MNHN,31.34023,-102.76141,750.0,2017-08-04T16:08:36.000000Z,2023-01-11T21:00:00.000000Z,HNZ,00,31.34023,-102.76141,750.0,0.0,Monahans,0,2017-12-20T04:05:50.000000Z,2023-01-11T21:00:00.000000Z,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,-90.0
TX,MNHN,31.34023,-102.76141,750.0,2017-08-04T16:08:36.000000Z,2023-01-11T21:00:00.000000Z,HN2,00,31.34023,-102.76141,750.0,0.0,Monahans,0,2017-12-20T04:05:50.000000Z,2023-01-11T21:00:00.000000Z,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,90.0,0.0
TX,MLDN,29.822212,-97.068723,104.0,2017-08-04T16:08:37.000000Z,,HH1,00,29.78275,-97.06863,104.0,6.1,Muldoon,0,2017-08-04T16:08:37.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,162.0,0.0
TX,MLDN,29.822212,-97.068723,104.0,2017-08-04T16:08:37.000000Z,,HH2,00,29.78275,-97.06863,104.0,6.1,Muldoon,0,2017-08-04T16:08:37.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,252.0,0.0
TX,MLDN,29.822212,-97.068723,104.0,2017-08-04T16:08:37.000000Z,,HHZ,00,29.78275,-97.06863,104.0,6.1,Muldoon,0,2017-08-04T16:08:37.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,162.0,-90.0
TX,SNAG,31.51818,-94.17877,84.0,2017-08-07T17:18:26.000000Z,,HH1,00,31.51818,-94.17877,84.0,6.1,San Augustine,0,2017-08-07T17:18:26.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,155.0,0.0
TX,SNAG,31.51818,-94.17877,84.0,2017-08-07T17:18:26.000000Z,,HH2,00,31.51818,-94.17877,84.0,6.1,San Augustine,0,2017-08-07T17:18:26.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,245.0,0.0
TX,SNAG,31.51818,-94.17877,84.0,2017-08-07T17:18:26.000000Z,,HHZ,00,31.51818,-94.17877,84.0,6.1,San Augustine,0,2017-08-07T17:18:26.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,155.0,-90.0
TX,TREL,32.73039,-96.08933,174.0,2017-08-07T21:41:27.000000Z,,HH1,00,32.73039,-96.08933,174.0,6.1,Terrell,0,2017-08-07T21:41:27.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,215.0,0.0
TX,TREL,32.73039,-96.08933,174.0,2017-08-07T21:41:27.000000Z,,HH2,00,32.73039,-96.08933,174.0,6.1,Terrell,0,2017-08-07T21:41:27.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,305.0,0.0
TX,TREL,32.73039,-96.08933,174.0,2017-08-07T21:41:27.000000Z,,HHZ,00,32.73039,-96.08933,174.0,6.1,Terrell,0,2017-08-07T21:41:27.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,215.0,-90.0
TX,PLPT,32.81276,-98.31578,336.0,2017-08-08T16:10:01.000000Z,,HH1,00,32.81276,-98.31578,336.0,6.1,Palo Pinto,0,2017-08-08T16:10:01.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,89.0,0.0
TX,PLPT,32.81276,-98.31578,336.0,2017-08-08T16:10:01.000000Z,,HH2,00,32.81276,-98.31578,336.0,6.1,Palo Pinto,0,2017-08-08T16:10:01.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,179.0,0.0
TX,PLPT,32.81276,-98.31578,336.0,2017-08-08T16:10:01.000000Z,,HHZ,00,32.81276,-98.31578,336.0,6.1,Palo Pinto,0,2017-08-08T16:10:01.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,89.0,-90.0
TX,SMWD,35.10455,-100.24248,704.0,2017-08-09T17:51:51.000000Z,,HH1,00,35.10455,-100.24248,704.0,6.1,Samnorwood,0,2017-08-09T17:51:51.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,336.0,0.0
TX,SMWD,35.10455,-100.24248,704.0,2017-08-09T17:51:51.000000Z,,HH2,00,35.10455,-100.24248,704.0,6.1,Samnorwood,0,2017-08-09T17:51:51.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,66.0,0.0
TX,SMWD,35.10455,-100.24248,704.0,2017-08-09T17:51:51.000000Z,,HHZ,00,35.10455,-100.24248,704.0,6.1,Samnorwood,0,2017-08-09T17:51:51.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,336.0,-90.0
TX,DRZT,36.44401,-100.29688,791.0,2017-08-09T17:51:51.000000Z,,HH1,00,36.44401,-100.29688,791.0,6.1,Perryton,0,2017-08-09T17:51:51.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,85.0,0.0
TX,DRZT,36.44401,-100.29688,791.0,2017-08-09T17:51:51.000000Z,,HH2,00,36.44401,-100.29688,791.0,6.1,Perryton,0,2017-08-09T17:51:51.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,175.0,0.0
TX,DRZT,36.44401,-100.29688,791.0,2017-08-09T17:51:51.000000Z,,HHZ,00,36.44401,-100.29688,791.0,6.1,Perryton,0,2017-08-09T17:51:51.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,85.0,-90.0
TX,RTBA,36.43795,-102.73743,1284.0,2017-08-10T19:47:23.000000Z,,HH1,00,36.43795,-102.73743,1284.0,6.1,Rita Blanca,0,2017-08-10T19:47:23.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,94.0,0.0
TX,RTBA,36.43795,-102.73743,1284.0,2017-08-10T19:47:23.000000Z,,HH2,00,36.43795,-102.73743,1284.0,6.1,Rita Blanca,0,2017-08-10T19:47:23.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,184.0,0.0
TX,RTBA,36.43795,-102.73743,1284.0,2017-08-10T19:47:23.000000Z,,HHZ,00,36.43795,-102.73743,1284.0,6.1,Rita Blanca,0,2017-08-10T19:47:23.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,94.0,-90.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HH1,00,32.89878,-100.86952,716.0,0.0,Snyder 4,0,2017-03-09T00:00:00.000000Z,2019-03-01T15:24:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HH2,00,32.89878,-100.86952,716.0,0.0,Snyder 4,0,2017-03-09T00:00:00.000000Z,2019-03-01T15:24:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HHZ,00,32.89878,-100.86952,716.0,0.0,Snyder 4,0,2017-03-09T00:00:00.000000Z,2019-03-01T15:24:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HN1,00,32.89878,-100.86952,716.0,0.0,Snyder 4,0,2017-03-09T00:00:00.000000Z,2019-03-01T15:24:14.000000Z,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,0.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HN2,00,32.89878,-100.86952,716.0,0.0,Snyder 4,0,2017-03-09T00:00:00.000000Z,2019-03-01T15:24:14.000000Z,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,90.0,0.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HNZ,00,32.89878,-100.86952,716.0,0.0,Snyder 4,0,2017-03-09T00:00:00.000000Z,2019-03-01T15:24:14.000000Z,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,-90.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HH1,00,32.89878,-100.86952,716.0,0.0,Snyder 4,1,2019-12-12T19:00:00.000000Z,,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HH2,00,32.89878,-100.86952,716.0,0.0,Snyder 4,1,2019-12-12T19:00:00.000000Z,,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HHZ,00,32.89878,-100.86952,716.0,0.0,Snyder 4,1,2019-12-12T19:00:00.000000Z,,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HN1,00,32.89878,-100.86952,716.0,0.0,Snyder 4,1,2019-12-12T19:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,0.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HN2,00,32.89878,-100.86952,716.0,0.0,Snyder 4,1,2019-12-12T19:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,90.0,0.0
TX,SN04,32.89878,-100.86952,716.0,2017-03-09T00:00:00.000000Z,,HNZ,00,32.89878,-100.86952,716.0,0.0,Snyder 4,1,2019-12-12T19:00:00.000000Z,,Nanometrics Titan Accelerometer,200.0,203994.87984346392,1.0,0.0,-90.0
TX,ALPN,30.37448,-103.63852,1368.0,2017-02-03T19:01:46.000000Z,,HH1,00,30.37448,-103.63852,1368.0,6.1,Alpine,0,2017-02-03T19:01:46.000000Z,2020-01-14T00:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,235.0,0.0
TX,ALPN,30.37448,-103.63852,1368.0,2017-02-03T19:01:46.000000Z,,HH2,00,30.37448,-103.63852,1368.0,6.1,Alpine,0,2017-02-03T19:01:46.000000Z,2020-01-14T00:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,325.0,0.0
TX,ALPN,30.37448,-103.63852,1368.0,2017-02-03T19:01:46.000000Z,,HHZ,00,30.37448,-103.63852,1368.0,6.1,Alpine,0,2017-02-03T19:01:46.000000Z,2020-01-14T00:00:00.000000Z,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,235.0,-90.0
TX,ALPN,30.37448,-103.63852,1368.0,2017-02-03T19:01:46.000000Z,,HH1,00,30.37448,-103.63852,1368.0,6.1,Alpine,1,2020-01-14T00:00:00.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,55.0,0.0
TX,ALPN,30.37448,-103.63852,1368.0,2017-02-03T19:01:46.000000Z,,HH2,00,30.37448,-103.63852,1368.0,6.1,Alpine,1,2020-01-14T00:00:00.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,145.0,0.0
TX,ALPN,30.37448,-103.63852,1368.0,2017-02-03T19:01:46.000000Z,,HHZ,00,30.37448,-103.63852,1368.0,6.1,Alpine,1,2020-01-14T00:00:00.000000Z,,Nanometrics Trillium 120Q,200.0,480608128.0643641,1.0,55.0,-90.0
TX,PB17,30.99675,-103.15182,734.0,2020-02-20T20:00:00.000000Z,2022-11-29T21:00:00.000000Z,HH1,00,30.99675,-103.15182,734.0,0.0,Fort Stockton,0,2020-02-20T20:00:00.000000Z,2022-11-29T21:00:00.000000Z,Guralp CMG-6T,100.0,2450843202.1223764,1.0,0.0,0.0
TX,PB17,30.99675,-103.15182,734.0,2020-02-20T20:00:00.000000Z,2022-11-29T21:00:00.000000Z,HH2,00,30.99675,-103.15182,734.0,0.0,Fort Stockton,0,2020-02-20T20:00:00.000000Z,2022-11-29T21:00:00.000000Z,Guralp CMG-6T,100.0,2450843202.1223764,1.0,90.0,0.0
TX,PB17,30.99675,-103.15182,734.0,2020-02-20T20:00:00.000000Z,2022-11-29T21:00:00.000000Z,HHZ,00,30.99675,-103.15182,734.0,0.0,Fort Stockton,0,2020-02-20T20:00:00.000000Z,2022-11-29T21:00:00.000000Z,Guralp CMG-6T,100.0,2450843202.1223764,1.0,0.0,-90.0
TX,PB30,31.2804,-103.3227,829.0,2020-03-04T06:30:00.000000Z,2021-09-30T14:14:26.000000Z,HH1,00,31.2804,-103.3227,829.0,0.0,Pecos City Water South,0,2020-03-04T06:30:00.000000Z,2021-09-30T14:14:26.000000Z,Guralp CMG-6T,100.0,2450843202.1223764,1.0,0.0,0.0
TX,PB30,31.2804,-103.3227,829.0,2020-03-04T06:30:00.000000Z,2021-09-30T14:14:26.000000Z,HH2,00,31.2804,-103.3227,829.0,0.0,Pecos City Water South,0,2020-03-04T06:30:00.000000Z,2021-09-30T14:14:26.000000Z,Guralp CMG-6T,100.0,2450843202.1223764,1.0,90.0,0.0
TX,PB30,31.2804,-103.3227,829.0,2020-03-04T06:30:00.000000Z,2021-09-30T14:14:26.000000Z,HHZ,00,31.2804,-103.3227,829.0,0.0,Pecos City Water South,0,2020-03-04T06:30:00.000000Z,2021-09-30T14:14:26.000000Z,Guralp CMG-6T,100.0,2450843202.1223764,1.0,0.0,-90.0
TX,PB29,31.75299,-104.514453,1242.0,2020-03-06T00:00:00.000000Z,,HHZ,00,31.75299,-104.514453,1242.0,0.0,Culberson North,0,2020-03-06T00:00:00.000000Z,,Silicon Au,100.0,299993420.1658899,1.0,0.0,-90.0
TX,PB29,31.75299,-104.514453,1242.0,2020-03-06T00:00:00.000000Z,,HH1,00,31.75299,-104.514453,1242.0,0.0,Culberson North,0,2020-03-06T00:00:00.000000Z,,Silicon Au,100.0,299993420.1658899,1.0,0.0,0.0
TX,PB29,31.75299,-104.514453,1242.0,2020-03-06T00:00:00.000000Z,,HH2,00,31.75299,-104.514453,1242.0,0.0,Culberson North,0,2020-03-06T00:00:00.000000Z,,Silicon Au,100.0,299993420.1658899,1.0,90.0,0.0
TX,PB28,31.66864,-104.50077,1204.0,2020-03-05T22:00:00.000000Z,,HHZ,00,31.66864,-104.50077,1204.0,0.0,Culberson South,0,2020-03-05T22:00:00.000000Z,,Nanometrics Trillium Compact 20s,100.0,298993456.8406871,1.0,0.0,-90.0
TX,PB28,31.66864,-104.50077,1204.0,2020-03-05T22:00:00.000000Z,,HH1,00,31.66864,-104.50077,1204.0,0.0,Culberson South,0,2020-03-05T22:00:00.000000Z,,Nanometrics Trillium Compact 20s,100.0,298993456.8406871,1.0,0.0,0.0
TX,PB28,31.66864,-104.50077,1204.0,2020-03-05T22:00:00.000000Z,,HH2,00,31.66864,-104.50077,1204.0,0.0,Culberson South,0,2020-03-05T22:00:00.000000Z,,Nanometrics Trillium Compact 20s,100.0,298993456.8406871,1.0,90.0,0.0
TX,PB28,31.66864,-104.50077,1204.0,2020-03-05T22:00:00.000000Z,,HN2,00,31.66864,-104.50077,1204.0,0.0,Culberson South,0,2020-03-05T22:00:00.000000Z,,Nanometrics Titan 4g,200.0,202984.21156399013,1.0,90.0,0.0
TX,PB28,31.66864,-104.50077,1204.0,2020-03-05T22:00:00.000000Z,,HN1,00,31.66864,-104.50077,1204.0,0.0,Culberson South,0,2020-03-05T22:00:00.000000Z,,Nanometrics Titan 4g,200.0,202984.21156399013,1.0,0.0,0.0
TX,PB28,31.66864,-104.50077,1204.0,2020-03-05T22:00:00.000000Z,,HNZ,00,31.66864,-104.50077,1204.0,0.0,Culberson South,0,2020-03-05T22:00:00.000000Z,,Nanometrics Titan 4g,200.0,202984.21156399013,1.0,0.0,-90.0
TX,PB27,31.57632,-103.1307,812.3,2019-07-23T23:42:00.000000Z,2020-04-13T20:00:00.000000Z,HHZ,00,31.57632,-103.1307,812.3,0.0,North of Pyote,0,2019-07-23T23:42:00.000000Z,2020-04-13T20:00:00.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,0.0,-90.0
TX,PB27,31.57632,-103.1307,812.3,2019-07-23T23:42:00.000000Z,2020-04-13T20:00:00.000000Z,HHN,00,31.57632,-103.1307,812.3,0.0,North of Pyote,0,2019-07-23T23:42:00.000000Z,2020-04-13T20:00:00.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,0.0,0.0
TX,PB27,31.57632,-103.1307,812.3,2019-07-23T23:42:00.000000Z,2020-04-13T20:00:00.000000Z,HHE,00,31.57632,-103.1307,812.3,0.0,North of Pyote,0,2019-07-23T23:42:00.000000Z,2020-04-13T20:00:00.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,90.0,0.0
TX,PB19,31.303087,-103.099701,782.4,2019-05-23T16:06:22.000000Z,,HHZ,00,31.303087,-103.099701,782.4,0.0,West of Imperial,0,2019-05-23T16:06:22.000000Z,2021-11-17T08:52:21.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,0.0,-90.0
TX,PB19,31.303087,-103.099701,782.4,2019-05-23T16:06:22.000000Z,,HHN,00,31.303087,-103.099701,782.4,0.0,West of Imperial,0,2019-05-23T16:06:22.000000Z,2021-11-17T08:52:21.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,0.0,0.0
TX,PB19,31.303087,-103.099701,782.4,2019-05-23T16:06:22.000000Z,,HHE,00,31.303087,-103.099701,782.4,0.0,West of Imperial,0,2019-05-23T16:06:22.000000Z,2021-11-17T08:52:21.000000Z,Guralp CMG-40T,200.0,327893563.4134574,1.0,90.0,0.0
TX,PB19,31.303087,-103.099701,782.4,2019-05-23T16:06:22.000000Z,,HHZ,00,31.303087,-103.099701,782.4,0.0,West of Imperial,1,2021-12-07T00:00:00.000000Z,,52063,200.0,3263184363.8582864,1.0,0.0,-90.0
TX,PB19,31.303087,-103.099701,782.4,2019-05-23T16:06:22.000000Z,,HHN,00,31.303087,-103.099701,782.4,0.0,West of Imperial,1,2021-12-07T00:00:00.000000Z,,52063,200.0,3332813565.8896422,1.0,0.0,0.0
TX,PB19,31.303087,-103.099701,782.4,2019-05-23T16:06:22.000000Z,,HHE,00,31.303087,-103.099701,782.4,0.0,West of Imperial,1,2021-12-07T00:00:00.000000Z,,52063,200.0,3449504216.826732,1.0,90.0,0.0
TX,PB31,31.73226,-104.030536,907.0,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,HN1,01,31.73226,-104.030536,907.0,0.0,Salt Creek,0,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,Silicon Audio 203 Ultra Low Noise Accelerometer,100.0,61343021.84141537,1.0,0.0,0.0
TX,PB31,31.73226,-104.030536,907.0,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,HN2,01,31.73226,-104.030536,907.0,0.0,Salt Creek,0,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,Silicon Audio 203 Ultra Low Noise Accelerometer,100.0,61343021.84141537,1.0,90.0,0.0
TX,PB31,31.73226,-104.030536,907.0,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,HNZ,01,31.73226,-104.030536,907.0,0.0,Salt Creek,0,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,Silicon Audio 203 Ultra Low Noise Accelerometer,100.0,61343021.84141537,1.0,0.0,-90.0
TX,PB31,31.73226,-104.030536,907.0,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,HNZ,00,31.73226,-104.030536,907.0,0.0,Salt Creek,1,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,Silicon Audio 203 Ultra Low Noise Accelerometer,200.0,409087.1697557029,1.0,0.0,-90.0
TX,PB31,31.73226,-104.030536,907.0,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,HN2,00,31.73226,-104.030536,907.0,0.0,Salt Creek,1,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,Silicon Audio 203 Ultra Low Noise Accelerometer,200.0,409087.1697557029,1.0,90.0,0.0
TX,PB31,31.73226,-104.030536,907.0,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,HN1,00,31.73226,-104.030536,907.0,0.0,Salt Creek,1,2020-05-21T02:00:00.000000Z,2022-05-19T15:00:00.000000Z,Silicon Audio 203 Ultra Low Noise Accelerometer,200.0,409087.1697557029,1.0,0.0,0.0
TX,PB32,31.10306,-103.37278,861.0,2020-06-03T22:00:00.000000Z,2022-12-13T17:00:00.000000Z,HH2,00,31.10306,-103.37278,861.0,0.0,CR 111,0,2020-06-03T22:00:00.000000Z,2020-06-22T22:59:00.000000Z,Guralp CMG-6T,200.0,2450200883.507735,1.0,90.0,0.0
TX,PB32,31.10306,-103.37278,861.0,2020-06-03T22:00:00.000000Z,2022-12-13T17:00:00.000000Z,HHZ,00,31.10306,-103.37278,861.0,0.0,CR 111,0,2020-06-03T22:00:00.000000Z,2020-06-22T22:59:00.000000Z,Guralp CMG-6T,200.0,2450200883.507735,1.0,0.0,-90.0
TX,PB32,31.10306,-103.37278,861.0,2020-06-03T22:00:00.000000Z,2022-12-13T17:00:00.000000Z,HH1,00,31.10306,-103.37278,861.0,0.0,CR 111,0,2020-06-03T22:00:00.000000Z,2020-06-22T22:59:00.000000Z,Guralp CMG-6T,200.0,2450200883.507735,1.0,0.0,0.0
TX,PB32,31.10306,-103.37278,861.0,2020-06-03T22:00:00.000000Z,2022-12-13T17:00:00.000000Z,HH2,00,31.10306,-103.37278,861.0,0.0,CR 111,1,2020-06-22T23:00:00.000000Z,2022-12-13T17:00:00.000000Z,Guralp CMG-6T,100.0,2450843202.1223764,1.0,90.0,0.0
TX,PB32,31.10306,-103.37278,861.0,2020-06-03T22:00:00.000000Z,2022-12-13T17:00:00.000000Z,HHZ,00,31.10306,-103.37278,861.0,0.0,CR 111,1,2020-06-22T23:00:00.000000Z,2022-12-13T17:00:00.000000Z,Guralp CMG-6T,100.0,2450843202.1223764,1.0,0.0,-90.0
TX,PB32,31.10306,-103.37278,861.0,2020-06-03T22:00:00.000000Z,2022-12-13T17:00:00.000000Z,HH1,00,31.10306,-103.37278,861.0,0.0,CR 111,1,2020-06-22T23:00:00.000000Z,2022-12-13T17:00:00.000000Z,Guralp CMG-6T,100.0,2450843202.1223764,1.0,0.0,0.0
TX,MB08,31.884448,-102.328853,863.0,2020-07-09T17:00:00.000000Z,2023-08-08T23:53:19.000000Z,HNZ,01,31.884448,-102.328853,863.0,0.0,UTPB,0,2020-07-09T17:00:00.000000Z,2023-08-08T23:53:19.000000Z,Silicon Audio 203 Ultra Low Noise Accelerometer,100.0,61343021.84141537,1.0,0.0,-90.0
TX,MB08,31.884448,-102.328853,863.0,2020-07-09T17:00:00.000000Z,2023-08-08T23:53:19.000000Z,HN1,01,31.884448,-102.328853,863.0,0.0,UTPB,0,2020-07-09T17:00:00.000000Z,2023-08-08T23:53:19.000000Z,Silicon Audio 203 Ultra Low Noise Accelerometer,100.0,61343021.84141537,1.0,0.0,0.0
TX,MB08,31.884448,-102.328853,863.0,2020-07-09T17:00:00.000000Z,2023-08-08T23:53:19.000000Z,HN2,01,31.884448,-102.328853,863.0,0.0,UTPB,0,2020-07-09T17:00:00.000000Z,2023-08-08T23:53:19.000000Z,Silicon Audio 203 Ultra Low Noise Accelerometer,100.0,61343021.84141537,1.0,90.0,0.0
TX,MB08,31.884448,-102.328853,863.0,2020-07-09T17:00:00.000000Z,2023-08-08T23:53:19.000000Z,HNZ,00,31.884448,-102.328853,863.0,0.0,UTPB,1,2020-07-09T17:00:00.000000Z,2023-08-08T23:53:19.000000Z,Silicon Audio 203 Ultra Low Noise Accelerometer,200.0,409087.1697557029,1.0,0.0,-90.0
