network,station,station_latitude,station_longitude,station_elevation,station_starttime,station_endtime,channel,location_code,latitude,longitude,elevation,depth,site,epoch,starttime,endtime,equipment,sampling_rate,sensitivity,frequency,azimuth,dip
4O,MBBB1,32.246247,-101.891072,855.0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,32.246247,-101.891072,855.0,0.0,4O-MBBB1,0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,GEObit S100,250.0,3542666647.509007,1.0,0.0,0.0
4O,MBBB1,32.246247,-101.891072,855.0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,32.246247,-101.891072,855.0,0.0,4O-MBBB1,0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,GEObit S100,250.0,3542666647.509007,1.0,90.0,0.0
4O,CF01,32.80184,-100.58318,640.0,2022-03-20T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,32.80184,-100.58318,640.0,0.0,Clear Fork Lonesome Dove WD No.1,0,2022-03-20T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,-90.0
4O,CF01,32.80184,-100.58318,640.0,2022-03-20T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,32.80184,-100.58318,640.0,0.0,Clear Fork Lonesome Dove WD No.1,0,2022-03-20T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,90.0,0.0
4O,CF01,32.80184,-100.58318,640.0,2022-03-20T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,32.80184,-100.58318,640.0,0.0,Clear Fork Lonesome Dove WD No.1,0,2022-03-20T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,0.0
4O,CT01,31.90285,-104.144532,994.0,2022-02-25T21:22:39.064000Z,2030-11-04T20:44:14.000000Z,HHZ,,31.90285,-104.144532,994.0,0.5,"""Z""",0,2022-02-25T21:22:39.064000Z,2030-11-04T20:44:14.000000Z,,200.0,1.2990986377509573e+26,1.0,0.0,-90.0
4O,CT01,31.90285,-104.144532,994.0,2022-02-25T21:22:39.064000Z,2030-11-04T20:44:14.000000Z,HHE,,31.90285,-104.144532,994.0,0.5,"""Z""",0,2022-02-25T21:22:39.665000Z,2030-11-04T20:44:14.000000Z,,200.0,1.2990986377509573e+26,1.0,90.0,0.0
4O,CT01,31.90285,-104.144532,994.0,2022-02-25T21:22:39.064000Z,2030-11-04T20:44:14.000000Z,HHN,,31.90285,-104.144532,994.0,0.5,"""Z""",0,2022-02-25T21:22:39.830000Z,2030-11-04T20:44:14.000000Z,,200.0,1.2990986377509573e+26,1.0,0.0,0.0
4O,CT02,31.95689,-104.122493,952.0,2022-02-25T21:22:39.320000Z,2030-11-04T20:44:14.000000Z,HHN,,31.95689,-104.122493,952.0,0.5,"""Z""",0,2022-02-25T21:22:39.320000Z,2030-11-04T20:44:14.000000Z,,200.0,1.2990986377509573e+26,1.0,0.0,0.0
4O,CT02,31.95689,-104.122493,952.0,2022-02-25T21:22:39.320000Z,2030-11-04T20:44:14.000000Z,HHE,,31.95689,-104.122493,952.0,0.5,"""Z""",0,2022-02-25T21:22:39.340000Z,2030-11-04T20:44:14.000000Z,,200.0,1.2990986377509573e+26,1.0,90.0,0.0
4O,CT02,31.95689,-104.122493,952.0,2022-02-25T21:22:39.320000Z,2030-11-04T20:44:14.000000Z,HHZ,,31.95689,-104.122493,952.0,0.5,"""Z""",0,2022-02-25T21:22:40.300000Z,2030-11-04T20:44:14.000000Z,,200.0,1.2990986377509573e+26,1.0,0.0,-90.0
4O,MID02,32.1297,-102.1669,883.0,2021-12-07T00:19:49.000000Z,2030-11-04T20:44:14.000000Z,HHZ,,32.1297,-102.1669,883.0,0.6,DiamondBack Midland 02,0,2021-12-07T00:19:49.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
4O,MID02,32.1297,-102.1669,883.0,2021-12-07T00:19:49.000000Z,2030-11-04T20:44:14.000000Z,HHN,,32.1297,-102.1669,883.0,0.6,DiamondBack Midland 02,0,2021-12-07T00:19:49.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
4O,MID02,32.1297,-102.1669,883.0,2021-12-07T00:19:49.000000Z,2030-11-04T20:44:14.000000Z,HHE,,32.1297,-102.1669,883.0,0.6,DiamondBack Midland 02,0,2021-12-07T00:19:49.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
4O,MID03,32.0121,-102.2109,874.0,2022-02-14T23:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,,32.0121,-102.2109,874.0,0.6,Diamondback  03,0,2022-02-14T23:00:00.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
4O,MID03,32.0121,-102.2109,874.0,2022-02-14T23:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,,32.0121,-102.2109,874.0,0.6,Diamondback  03,0,2022-02-14T23:00:00.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
4O,MID03,32.0121,-102.2109,874.0,2022-02-14T23:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,,32.0121,-102.2109,874.0,0.6,Diamondback  03,0,2022-02-14T23:00:00.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
4O,OP01,32.43232,-101.36427,760.0,2021-11-21T19:00:01.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,32.43232,-101.36427,760.0,0.0,"Gravity/On Point, Hull SWD #1",0,2021-11-21T19:00:01.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,-90.0
4O,OP01,32.43232,-101.36427,760.0,2021-11-21T19:00:01.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,32.43232,-101.36427,760.0,0.0,"Gravity/On Point, Hull SWD #1",0,2021-11-21T19:00:01.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,90.0,0.0
4O,OP01,32.43232,-101.36427,760.0,2021-11-21T19:00:01.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,32.43232,-101.36427,760.0,0.0,"Gravity/On Point, Hull SWD #1",0,2021-11-21T19:00:01.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,0.0
4O,PL01,31.9948147,-103.3596294,949.0,2022-01-03T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.9948147,-103.3596294,949.0,20.0,PILOT,0,2022-01-03T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium 40,100.0,1302645750.4242566,1.0,90.0,0.0
4O,PL01,31.9948147,-103.3596294,949.0,2022-01-03T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.9948147,-103.3596294,949.0,20.0,PILOT,0,2022-01-03T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium 40,100.0,1302645750.4242566,1.0,0.0,0.0
4O,PL01,31.9948147,-103.3596294,949.0,2022-01-03T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.9948147,-103.3596294,949.0,20.0,PILOT,0,2022-01-03T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium 40,100.0,1302645750.4242566,1.0,0.0,-90.0
4O,SA02,31.67163,-104.2649,1127.5,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.67163,-104.2649,760.0,0.0,Saturn HM Philips State 94 Lease,0,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,-90.0
4O,SA02,31.67163,-104.2649,1127.5,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.67163,-104.2649,760.0,0.0,Saturn HM Philips State 94 Lease,0,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,90.0,0.0
4O,SA02,31.67163,-104.2649,1127.5,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.67163,-104.2649,760.0,0.0,Saturn HM Philips State 94 Lease,0,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,0.0
4O,SA04,31.75593,-104.25458,1092.1,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.75593,-104.25458,760.0,0.0,Saturn Double C SWD Lease,0,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,-90.0
4O,SA04,31.75593,-104.25458,1092.1,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.75593,-104.25458,760.0,0.0,Saturn Double C SWD Lease,0,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,90.0,0.0
4O,SA04,31.75593,-104.25458,1092.1,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.75593,-104.25458,760.0,0.0,Saturn Double C SWD Lease,0,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,0.0
4O,SA06,31.75696,-104.14971,1048.2,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.75696,-104.14971,760.0,0.0,Saturn I Take It All C SWD,0,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,-90.0
4O,SA06,31.75696,-104.14971,1048.2,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.75696,-104.14971,760.0,0.0,Saturn I Take It All C SWD,0,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,90.0,0.0
4O,SA06,31.75696,-104.14971,1048.2,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.75696,-104.14971,760.0,0.0,Saturn I Take It All C SWD,0,2021-12-07T12:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 113P-10,200.0,229560561.76841494,1.0,0.0,0.0
4O,MBBB2,32.053452,-102.073906,850.0,2022-03-10T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,,32.053452,-102.073906,850.0,2.0,4O-MBBB2,0,2022-03-10T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,Metrozet,100.0,630348885.9968814,1.0,0.0,-90.0
4O,MBBB2,32.053452,-102.073906,850.0,2022-03-10T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,,32.053452,-102.073906,850.0,2.0,4O-MBBB2,0,2022-03-10T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,Metrozet,100.0,630348885.9968814,1.0,0.0,0.0
4O,MBBB2,32.053452,-102.073906,850.0,2022-03-10T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,,32.053452,-102.073906,850.0,2.0,4O-MBBB2,0,2022-03-10T00:00:00.000000Z,2030-11-04T20:44:14.000000Z,Metrozet,100.0,630348885.9968814,1.0,90.0,0.0
4O,WB02,31.7363019,-103.9449205,932.0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.7363019,-103.9449205,932.0,0.0,Waterbridge Causeway/Creole,0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB02,31.7363019,-103.9449205,932.0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.7363019,-103.9449205,932.0,0.0,Waterbridge Causeway/Creole,0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB02,31.7363019,-103.9449205,932.0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.7363019,-103.9449205,932.0,0.0,Waterbridge Causeway/Creole,0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,WB03,31.6107215,-103.9688386,994.0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.6107215,-103.9688386,994.0,0.0,Waterbridge  BHS 56-8 1D,0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB03,31.6107215,-103.9688386,994.0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.6107215,-103.9688386,994.0,0.0,Waterbridge  BHS 56-8 1D,0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB03,31.6107215,-103.9688386,994.0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.6107215,-103.9688386,994.0,0.0,Waterbridge  BHS 56-8 1D,0,2022-05-10T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,SA07,31.86578,-104.36481,1103.0,2022-07-31T17:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.86578,-104.36481,1103.0,0.0,True Blue SWD,0,2022-07-31T17:00:00.000000Z,2030-11-04T20:44:14.000000Z,"Silicon Audio, Inc. 113P-10",100.0,185031178.4608349,1.0,0.0,-90.0
4O,SA07,31.86578,-104.36481,1103.0,2022-07-31T17:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.86578,-104.36481,1103.0,0.0,True Blue SWD,0,2022-07-31T17:00:00.000000Z,2030-11-04T20:44:14.000000Z,"Silicon Audio, Inc. 113P-10",100.0,175052391.24569464,1.0,0.0,0.0
4O,SA07,31.86578,-104.36481,1103.0,2022-07-31T17:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.86578,-104.36481,1103.0,0.0,True Blue SWD,0,2022-07-31T17:00:00.000000Z,2030-11-04T20:44:14.000000Z,"Silicon Audio, Inc. 113P-10",100.0,177262694.58516893,1.0,90.0,0.0
4O,SA09,31.9998,-104.31933,1069.0,2022-07-31T20:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.9998,-104.31933,1069.0,0.0,Stateline,0,2022-07-31T20:00:00.000000Z,2030-11-04T20:44:14.000000Z,"Silicon Audio, Inc. 113P-10",100.0,200007458.77236757,1.0,0.0,-90.0
4O,SA09,31.9998,-104.31933,1069.0,2022-07-31T20:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.9998,-104.31933,1069.0,0.0,Stateline,0,2022-07-31T20:00:00.000000Z,2030-11-04T20:44:14.000000Z,"Silicon Audio, Inc. 113P-10",100.0,192194294.00099006,1.0,0.0,0.0
4O,SA09,31.9998,-104.31933,1069.0,2022-07-31T20:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.9998,-104.31933,1069.0,0.0,Stateline,0,2022-07-31T20:00:00.000000Z,2030-11-04T20:44:14.000000Z,"Silicon Audio, Inc. 113P-10",100.0,196896823.25190204,1.0,90.0,0.0
4O,MID01,31.946,-102.2322,880.0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,HHZ,,31.946,-102.2322,880.0,0.6,DiamondBack Midland 01,0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
4O,MID01,31.946,-102.2322,880.0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,HHN,,31.946,-102.2322,880.0,0.6,DiamondBack Midland 01,0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
4O,MID01,31.946,-102.2322,880.0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,HHE,,31.946,-102.2322,880.0,0.6,DiamondBack Midland 01,0,2021-09-16T23:00:01.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
4O,WB04,31.530513,-103.950319,961.89,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.530513,-103.950319,961.89,0.0,Waterbridge,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB04,31.530513,-103.950319,961.89,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.530513,-103.950319,961.89,0.0,Waterbridge,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB04,31.530513,-103.950319,961.89,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.530513,-103.950319,961.89,0.0,Waterbridge,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,WB05,31.7537807,-103.8329479,854.81,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.7537807,-103.8329479,854.81,0.0,Waterbridge,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB05,31.7537807,-103.8329479,854.81,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.7537807,-103.8329479,854.81,0.0,Waterbridge,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB05,31.7537807,-103.8329479,854.81,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.7537807,-103.8329479,854.81,0.0,Waterbridge,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,WB06,31.9975481,-103.7187809,950.93,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.9975481,-103.7187809,950.93,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB06,31.9975481,-103.7187809,950.93,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.9975481,-103.7187809,950.93,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB06,31.9975481,-103.7187809,950.93,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.9975481,-103.7187809,950.93,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,WB07,31.99830925,-103.8016616,942.37,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.99830925,-103.8016616,942.37,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB07,31.99830925,-103.8016616,942.37,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.99830925,-103.8016616,942.37,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB07,31.99830925,-103.8016616,942.37,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.99830925,-103.8016616,942.37,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,WB08,31.96355,-103.759894,928.58,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.96355,-103.759894,928.58,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB08,31.96355,-103.759894,928.58,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.96355,-103.759894,928.58,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB08,31.96355,-103.759894,928.58,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.96355,-103.759894,928.58,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,WB09,31.96368917,-103.8032847,910.79,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.96368917,-103.8032847,910.79,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB09,31.96368917,-103.8032847,910.79,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.96368917,-103.8032847,910.79,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB09,31.96368917,-103.8032847,910.79,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.96368917,-103.8032847,910.79,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,WB10,31.93042,-103.7218932,910.9,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.93042,-103.7218932,910.9,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB10,31.93042,-103.7218932,910.9,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.93042,-103.7218932,910.9,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB10,31.93042,-103.7218932,910.9,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.93042,-103.7218932,910.9,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,WB11,31.92770654,-103.8004139,905.0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.92770654,-103.8004139,905.0,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB11,31.92770654,-103.8004139,905.0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.92770654,-103.8004139,905.0,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB11,31.92770654,-103.8004139,905.0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.92770654,-103.8004139,905.0,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,WB12,31.898132,-103.7642735,886.0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHE,00,31.898132,-103.7642735,886.0,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,90.0,0.0
4O,WB12,31.898132,-103.7642735,886.0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHN,00,31.898132,-103.7642735,886.0,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,0.0
4O,WB12,31.898132,-103.7642735,886.0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.898132,-103.7642735,886.0,0.0,DB Ranch,0,2022-08-26T19:00:00.000000Z,2030-11-04T20:44:14.000000Z,Silicon Audio 213P-40,200.0,361553486.7980263,1.0,0.0,-90.0
4O,CV01,31.8504,-104.0889,983.0,2022-11-08T18:13:10.000000Z,2030-11-04T20:44:14.000000Z,HHZ,,31.8504,-104.0889,983.0,0.0,Chevron WTX40,0,2022-11-08T18:13:10.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,-90.0
4O,CV01,31.8504,-104.0889,983.0,2022-11-08T18:13:10.000000Z,2030-11-04T20:44:14.000000Z,HHN,,31.8504,-104.0889,983.0,0.0,Chevron WTX40,0,2022-11-08T18:13:10.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,0.0,0.0
4O,CV01,31.8504,-104.0889,983.0,2022-11-08T18:13:10.000000Z,2030-11-04T20:44:14.000000Z,HHE,,31.8504,-104.0889,983.0,0.0,Chevron WTX40,0,2022-11-08T18:13:10.000000Z,2030-11-04T20:44:14.000000Z,Nanometrics Trillium Compact,200.0,301239972.44999313,1.0,90.0,0.0
4O,AT01,31.80227,-101.73096,815.0,2023-01-22T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,HHZ,00,31.80227,-101.73096,815.0,0.0,Shelby SWD #2,0,2023-01-22T18:00:00.000000Z,2030-11-04T20:44:14.000000Z,"Silicon Audio, Inc. 113P-10",100.0,195668812.43967438,1.0,0.0,-90.0
