ev_id,type,type_certainty,agency,evaluation_mode,evaluation_status,origin_time,longitude,longitude_error,latitude,latitude_error,depth,depth_error,method_id,earth_model_id,horizontal_uncertainty,min_horizontal_uncertainty,max_horizontal_uncertainty,azimuth_max_horizontal_uncertainty,semi_major_axis_length,semi_minor_axis_length,semi_intermediate_axis_length,major_axis_plunge,major_axis_azimuth,major_axis_rotation,associated_phase_count,used_phase_count,associated_station_count,used_station_count,depth_phase_count,standard_error,azimuthal_gap,secondary_azimuthal_gap,ground_truth_level,minimum_distance,maximum_distance,median_distance,magnitude,uncertainty,type,method_id,station_count,evaluation_status
texnet2021kzbe,earthquake,known,TX,manual,final,2021-06-06 00:20:10.410789,-103.262244,0.4522883879,31.09298989,0.7721634916,1247.045898,1130.5742830000002,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1172.228077,683.9036447999999,1172.228077,176.828223,2259080.9159999997,763455.9708,1285517.976,23.43502929,73.79552628,78.08833118,60,23,,18,,0.2,55.0,69.86637028,-,0.03324584336,0.120608044,8.998234239e+27,1.9,0.2,ML,trimmed_mean,11,confirmed
texnet2021lfey,earthquake,known,TX,manual,final,2021-06-09 09:04:51.976410,-103.3502651,0.6753608964,31.08649891,0.6891420203,3380.810547,1153.587347,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1099.639676,965.4840395,1099.639676,139.4906018,2177365.33,1189738.202,1351936.362,6.839305577,97.43710807,94.00495719,44,36,,30,,0.3,50.0,59.98640266,-,0.02548495215,1.551160568,0.2927049479,2.5,0.1,ML,trimmed_mean,14,confirmed
texnet2021loxf,earthquake,known,TX,manual,final,2021-06-14 16:31:04.823513,-103.2600939,0.4900460901,31.09620206,0.7347165591,1298.461914,1054.035188,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1118.6690079999998,736.5276053,1118.6690079999998,6.773101579,2145434.103,768268.8834,1217336.001,26.02296088,59.57700194,72.53123341,51,21,,17,,0.2,57.0,69.75852195,-,0.02966983794,0.1852002278,0.1852002278,2.1,0.1,ML,trimmed_mean,9,confirmed
texnet2021lstn,earthquake,known,TX,manual,final,2021-06-16 19:12:32.710368,-103.1456047,0.2894651024,31.12587355,0.3822970736,1954.016113,575.5249941000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,605.7891934,402.3480813,605.7891934,22.81333677,1085096.07,498295.25539999997,745116.6825,173.4318346,60.75572174,89.24177767,47,24,,17,,0.1,63.0,107.5639523,-,0.005829493484,0.1225142747,8.998234239e+27,1.5,0.2,ML,trimmed_mean,10,confirmed
texnet2021mgsa,earthquake,known,TX,manual,final,2021-06-24 10:20:24.078194,-103.3328135,0.4683770589,31.11381511,0.5948788842,2789.526367,1031.13124,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,911.4914725,698.3384527999999,911.4914725,167.181438,1966421.894,797353.1523000001,1128814.042,10.81649561,6.642773893,100.7718873,41,35,,20,,0.3,57.0,63.49345136,-,0.0359176617,1.456784988,0.2305752541,1.8,0.1,ML,trimmed_mean,11,confirmed
texnet2021njus,earthquake,known,TX,manual,final,2021-07-10 08:39:57.764376,-103.1545398,0.3442480532,31.13268093,0.5042550422,4383.422852,894.6882018,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,765.5301856,520.9196054,765.5301856,3.552556029,1689418.9530000002,644685.0519,933705.6065,6.864470561,-84.86170665,91.10529782,46,30,,20,,0.2,46.0,59.03357848,-,0.004490899168,0.6549350126,0.2863402637,1.8,0.2,ML,trimmed_mean,13,confirmed
texnet2021oeyf,earthquake,known,TX,manual,final,2021-07-21 22:16:48.985097,-103.3216259,0.430924556,31.09403245,0.7628849963,3457.93457,1002.2916529999999,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1157.310187,652.9310533,1157.310187,178.3232071,1916420.6739999999,791860.649,1398724.429,14.91404723,71.55776635,84.37135579,58,24,,18,,0.2,59.0,102.4652093,-,0.04480609391,0.1866830867,0.1866830867,2.1,0.2,ML,trimmed_mean,10,confirmed
texnet2021oxgn,earthquake,known,TX,manual,final,2021-07-31 22:55:21.856161,-103.2524337,0.4360548889,31.14857758,0.486250384,3817.84668,803.9318166,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,767.6092007999999,626.0333135000001,767.6092007999999,151.3305173,1589078.4710000001,775409.9311,812938.8536,21.19411529,-62.07324162,88.5332636,91,38,,30,,0.2,42.0,66.70101609,-,0.02362016637,0.2530848012,8.998234239e+27,3.1,0.1,ML,trimmed_mean,22,confirmed
texnet2021ozqg,earthquake,known,TX,manual,final,2021-08-02 06:07:13.791482,-103.259397,0.6544332973,31.14721521,0.5311933336,3046.606445,974.3811032000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1025.7801,762.7637727,1025.7801,67.79726613,1854130.8509999998,904428.5813,1266310.0629999998,169.2725855,86.196182,99.80956187,60,31,,27,,0.2,43.0,54.46790674,-,0.02313866005,0.2075725219,8.998234239e+27,2.2,0.2,ML,trimmed_mean,16,confirmed
texnet2021paob,earthquake,known,TX,manual,final,2021-08-02 18:08:22.564824,-103.2695874,0.515572021,31.14080425,0.4630323825,2532.446289,779.3624941,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,872.7268496,585.5244547,872.7268496,53.2005242,1517205.5210000002,671882.515,1042092.9670000001,161.0078601,-177.0028826,102.3414734,60,29,,23,,0.2,51.0,62.63423948,-,0.02186338819,0.1661146502,8.998234239e+27,1.9,0.1,ML,trimmed_mean,13,confirmed
texnet2021paod,earthquake,known,TX,manual,final,2021-08-02 18:10:28.414532,-103.2551087,0.6205719223,31.14904352,0.479328421,3149.4384769999997,677.6718801000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1019.054814,612.9578717,1019.054814,61.31233937,1371943.666,741026.715,1166292.672,137.3570674,-159.2664035,99.3852125,60,27,,23,,0.2,42.0,54.29065826,-,0.02423098676,0.1108994562,8.998234239e+27,2.3,0.2,ML,trimmed_mean,13,confirmed
texnet2021paoe,earthquake,known,TX,manual,final,2021-08-02 18:10:55.341726,-103.2390292,0.5008628945,31.15497923,0.5286070168,3457.93457,929.2114406999999,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,832.7312558,725.4125690999999,832.7312558,33.43394446,1768492.463,896841.6456,993957.4314,168.9021991,65.85989611,87.42454849,75,31,,26,,0.2,47.0,53.29971182,-,0.0320226236,0.1449349563,8.998234239e+27,3.1,0.1,ML,trimmed_mean,12,confirmed
texnet2021qsxb,earthquake,known,TX,manual,final,2021-08-27 00:39:54.973713,-103.3020265,0.3955216425,31.12042132,0.6576561622,2866.6503909999997,1486.378052,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1008.364813,581.191102,1008.364813,169.6248281,2802224.011,698885.3752,1239753.351,5.063472524,-34.11205198,93.69940801,38,21,,14,,0.2,90.0,94.89091766,-,0.04314229724,0.1713459374,0.1662847461,1.6,0.2,ML,trimmed_mean,6,confirmed
texnet2021vicn,earthquake,known,TX,manual,final,2021-10-31 06:37:20.021237,-103.2866176,0.6296380633,31.17485131,0.6391749031,2738.110352,1081.926702,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,988.2781653,935.2968285,988.2781653,142.9239635,2132025.148,1006907.342,1189248.552,20.05668457,-16.47029572,109.6219627,57,22,,17,,0.2,90.0,117.2218276,-,0.0191258752,0.1520963189,8.998234239e+27,1.9,0.1,ML,trimmed_mean,11,confirmed
texnet2021vize,earthquake,known,TX,manual,final,2021-10-31 18:03:56.256779,-103.2879569,0.7637709322,31.17462435,0.7859519494,2558.154297,1226.838809,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1216.777198,1132.21297,1216.777198,146.7269583,2343566.554,1353148.259,1493174.966,12.90489212,-3.957225881,101.7199953,50,25,,20,,0.3,72.0,101.6942699,-,0.0201636307,0.2062993647,0.2062993647,2.0,0.2,ML,trimmed_mean,13,confirmed
texnet2021vyua,earthquake,known,TX,manual,final,2021-11-09 09:38:07.137518,-103.2925777,0.6111784356,31.1500458,0.574484345,3715.014648,1055.947736,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1014.227757,767.8255954,1014.227757,51.58635717,2134121.645,764267.9271,1131842.137,156.0813969,-171.5465054,109.8488518,70,29,,23,,0.2,61.0,104.2917179,-,0.04201006951,0.171681905,8.998234239e+27,2.5,0.2,ML,trimmed_mean,10,confirmed
texnet2021vzbx,earthquake,known,TX,manual,final,2021-11-09 13:36:59.140801,-103.2780887,0.5169202325,31.16196437,0.5232217046,3046.606445,883.414495,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,823.4865722,752.392894,823.4865722,41.13347835,1670839.1549999998,923581.0275999999,1009849.7579999999,8.112211358,12.24967574,84.49797652,72,31,,25,,0.2,60.0,59.52152139,-,0.02615997206,0.2840417023,8.998234239e+27,2.5,0.2,ML,trimmed_mean,7,confirmed
texnet2021wjnw,earthquake,known,TX,manual,final,2021-11-15 07:00:32.707225,-103.3400914,0.381434148,31.0906183,0.6937935565,4357.714844,1072.583782,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1076.353836,532.1634048,1076.353836,165.9716644,2035112.682,595027.0342,1333434.925,171.6080217,-167.8943859,81.61234909,79,36,,26,,0.2,53.0,91.4268895,-,0.03069942309,0.1716148443,8.998234239e+27,2.3,0.2,ML,trimmed_mean,13,confirmed
texnet2021wlww,earthquake,known,TX,manual,final,2021-11-16 13:50:02.150637,-103.2314095,0.3857356558,31.11382651,0.5582438556,1735.498047,687.3574148,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,900.110007,498.7853564,900.110007,24.07652069,1298798.312,610806.9922,1110465.607,9.856700173,-86.14657256,94.70881639,51,31,,20,,0.2,45.0,51.82711751,-,0.01691076487,0.2102070454,0.1729805353,2.0,0.2,ML,trimmed_mean,12,confirmed
texnet2021wooj,earthquake,known,TX,manual,final,2021-11-18 00:57:08.288194,-103.231122,0.4544353023,31.11957068,0.607951498,2738.110352,906.4683772999999,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,947.0009351000001,654.4135583,947.0009351000001,18.40718288,1724126.492,805152.7324,1146017.37,11.78738612,-91.81627181,93.73530927,79,35,,25,,0.2,54.0,98.63616377,-,0.01780050326,0.1406359336,8.998234239e+27,2.4,0.2,ML,trimmed_mean,15,confirmed
texnet2021wqqn,earthquake,known,TX,manual,final,2021-11-19 04:18:11.088210,-103.2657692,0.6020827089,31.16377523,0.7054481635,3406.518555,968.1949321,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1167.973812,783.7134581,1167.973812,147.2437622,2084877.869,859825.9994999999,1122220.044,33.91853893,-46.25193593,112.5299422,69,31,,23,,0.2,73.0,75.28190301,-,0.0234710107,0.1356477315,8.998234239e+27,3.0,0.2,ML,trimmed_mean,16,confirmed
texnet2021wwdx,earthquake,known,TX,manual,final,2021-11-22 04:44:52.962114,-103.2577574,0.6415698259,31.15778201,0.6161001341,3972.094727,750.3492125,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1046.0678560000001,851.7522169,1046.0678560000001,50.76209307,1549722.3599999999,1024020.892,1153308.86,36.76894002,28.53253392,70.8707047,79,43,,38,,0.3,38.0,50.72077495,-,0.03092136303,0.4010985712,8.998234239e+27,2.3,0.2,ML,trimmed_mean,22,confirmed
texnet2021xfcd,earthquake,known,TX,manual,final,2021-11-27 02:04:59.367892,-103.322455,0.3639832047,31.19008882,0.551116629,3098.0224609999996,1376.84473,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,846.6396617,535.2493820999999,846.6396617,11.87491855,2603855.574,593506.2206,1048496.7770000001,6.731972062,-17.95768943,96.70189255,61,28,,20,,0.2,59.0,110.0627343,-,0.04556822929,0.2235813206,0.2096313863,2.0,0.2,ML,trimmed_mean,9,confirmed
texnet2021xind,earthquake,known,TX,manual,final,2021-11-28 23:03:03.450254,-103.3165901,0.4256344441,31.17996685,0.5626824911,2892.358398,1327.702346,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,892.6228437,590.0083645999999,892.6228437,23.01255568,2511630.968,672495.9238999999,1104205.803,173.034875,170.32053,96.81285201,78,31,,25,,0.2,55.0,77.22444404,-,0.04104864486,0.194716708,8.998234239e+27,3.2,0.2,ML,trimmed_mean,17,confirmed
texnet2021yhyy,earthquake,known,TX,manual,final,2021-12-12 21:26:08.081473,-103.3326292,0.5770184805,31.19056674,0.5475603288,4589.086914,1654.865279,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,890.0459895,814.3679818,890.0459895,63.10390344,3143559.562,963319.1953,1044471.6499999999,8.931434606,3.989009148,97.65239873,54,22,,15,,0.2,60.0,60.11791405,-,0.05429890814,0.1391924485,8.998234239e+27,2.0,0.2,ML,trimmed_mean,11,confirmed
texnet2021yikf,earthquake,known,TX,manual,final,2021-12-13 03:06:15.760961,-103.329938,0.420188535,31.19607708,0.4967408593,5257.495117,871.5412685,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,759.051016,630.4397618999999,759.051016,12.69465132,1677905.855,706262.9082,928138.3023,14.07332284,-43.64342976,76.9450061,98,45,,32,,0.2,62.0,71.94439917,-,0.05266448416,0.193745547,8.998234239e+27,2.6,0.2,ML,trimmed_mean,16,confirmed
texnet2021ytov,earthquake,known,TX,manual,final,2021-12-19 05:56:09.202484,-103.31467,0.7171818794,31.19765753,0.8713480948,4511.962890999999,1432.680344,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1357.410363,1042.454321,1357.410363,20.91164489,2760405.128,1137371.342,1681645.378,14.07706135,-21.09397537,75.92298285,58,27,,22,,0.3,73.0,77.8231337,-,0.040232637,0.1555285729,8.998234239e+27,2.3,0.2,ML,trimmed_mean,13,confirmed
texnet2021yvrj,earthquake,known,TX,manual,final,2021-12-20 09:29:50.516190,-103.3146556,0.6199537712,31.20317261,0.7071575165,5745.947266,1274.703347,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1079.6819090000001,931.9013725000001,1079.6819090000001,166.7796583,2492299.332,1026470.038,1261971.663,17.89168311,-42.78594871,105.7717278,67,29,,23,,0.3,53.0,60.90522678,-,0.04202491051,0.2085428259,8.998234239e+27,2.5,0.2,ML,trimmed_mean,13,confirmed
texnet2021zewq,earthquake,known,TX,manual,final,2021-12-25 10:22:53.629372,-103.329617,0.552883169,31.21790715,0.5687689044,4923.291016,1163.329217,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,990.2749726,682.9821143,990.2749726,42.71423426,2241951.089,843398.3009,1122766.48,165.1231073,-138.5787606,92.24964662,59,24,,16,,0.2,93.0,93.30824442,-,0.06016861431,0.1481863914,0.1481863914,1.8,0.2,ML,trimmed_mean,10,confirmed
texnet2021zmjv,earthquake,known,TX,manual,final,2021-12-29 12:59:43.533285,-103.3257001,0.5031396354,31.17722616,0.6434762979,4126.342773,1399.1552430000002,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,985.0135515000001,751.2217731000001,985.0135515000001,167.8746517,2678345.9560000002,866900.0340999999,1157866.955,11.94628176,-44.09158234,81.40310825,44,31,,24,,0.3,39.0,68.60891914,-,0.04923046158,0.2806769315,0.2374512233,2.7,0.1,ML,trimmed_mean,14,confirmed
texnet2021zqcp,earthquake,known,TX,manual,final,2021-12-31 13:52:50.485680,-103.318637,0.6558051933,31.21719769,0.5883595487,5206.079102000001,1507.164455,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1158.919489,665.0373389,1158.919489,51.18577842,2969037.4579999996,795695.2788999999,1144723.428,161.0845822,-149.6830888,96.22812088,55,22,,17,,0.2,50.0,83.20885187,-,0.05190920282,0.2142155348,8.998234239e+27,2.6,0.2,ML,trimmed_mean,8,confirmed
texnet2022apfg,earthquake,known,TX,manual,final,2022-01-09 07:41:22.845044,-103.3254615,0.9208663282,31.16550612,1.259115107,4614.794922,1869.8701680000001,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,2133.1976520000003,1022.84347,2133.1976520000003,30.52770429,3640210.3630000004,1244723.747,2476217.8899999997,159.3844633,-130.2952762,94.33476415,48,22,,21,,0.3,57.0,73.01332441,-,0.05264908264,0.2374668801,0.2374668801,2.2,0.1,ML,trimmed_mean,11,confirmed
texnet2022asyl,earthquake,known,TX,manual,final,2022-01-11 08:47:58.305752,-103.343339,0.3940577934,31.19104476,0.5423371742,3200.854492,1068.7761899999998,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,859.1204071000001,543.6522628,859.1204071000001,21.90468247,2008593.695,672211.6362000001,1064124.826,1.450254505,-172.6585996,91.26627862,53,36,,27,,0.3,47.0,57.12426993,-,0.06348777968,0.2607764656,0.2369498469,2.0,0.1,ML,trimmed_mean,16,confirmed
texnet2022bcpc,earthquake,known,TX,manual,preliminary,2022-01-16 15:27:26.556167,-103.215736,0.6688805158,31.15652775,0.9286702921,3123.7304689999996,1726.309727,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1424.176158,992.1343055,1424.176158,168.0588115,3257732.1659999997,1219010.9440000001,1744936.947,173.7921582,-50.08633246,86.95063059,39,19,,18,,0.3,54.0,73.73039434,-,0.04343855118,0.2275416247,0.1732441647,2.0,0.3,ML,trimmed_mean,12,
texnet2022beyi,earthquake,known,TX,manual,final,2022-01-17 22:22:24.499723,-103.3320936,0.6405551693,31.1905658,0.6746442805,4846.1669919999995,1352.2602909999998,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1095.0080870000002,889.6660607,1095.0080870000002,37.67162561,2628516.471,1039019.405,1233444.278,16.53644594,31.01998074,101.5280974,63,27,,23,,0.3,48.0,73.48219013,-,0.05384093903,0.1945389602,8.998234239e+27,2.2,0.1,ML,trimmed_mean,13,confirmed
texnet2022bfnz,earthquake,known,TX,manual,final,2022-01-18 06:16:26.524115,-103.3344648,0.448127139,31.09451513,0.5987486895,5668.823242,1318.111433,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,908.050374,679.614411,908.050374,0.2230705966,2496871.6410000003,797665.1246999999,1112132.7650000001,7.845647722,-36.10734808,96.69444531,70,35,,31,,0.3,49.0,79.15904988,-,0.07703415052,0.3476862101,8.998234239e+27,2.4,0.1,ML,trimmed_mean,16,confirmed
texnet2022bizw,earthquake,known,TX,manual,final,2022-01-20 03:41:45.004456,-103.348713,0.3595666345,31.18278101,0.4920977719,3457.93457,1639.9515979999999,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,764.8003196,519.0488888,764.8003196,17.31601689,3082334.791,640713.7761,945324.5342,178.3774454,-67.82325926,91.04083265,56,40,,27,,0.3,40.0,79.41764485,-,0.06809757395,0.2925818335,0.2414637421,3.1,0.1,ML,trimmed_mean,14,confirmed
texnet2022bjaz,earthquake,known,TX,manual,final,2022-01-20 04:14:51.431965,-103.335825,0.3501682793,31.19792581,0.4947323697,4023.510742,1288.188116,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,764.5092572,510.3869718,764.5092572,14.9374961,2437668.747,568681.791,942867.58,7.074336313,5.277371448,96.74414335,60,39,,28,,0.3,44.0,55.19356063,-,0.05796015233,0.2751295019,0.2458362959,2.2,0.1,ML,trimmed_mean,14,confirmed
texnet2022bjbn,earthquake,known,TX,manual,final,2022-01-20 04:32:17.377432,-103.3310081,0.3439503353,31.19653858,0.5822787259,5771.655273,799.3849657999999,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,889.3542923,510.83729580000005,889.3542923,8.335885443,1506161.116,623112.864,1101536.837,4.81011237,7.598816732,85.37076812,87,46,,36,,0.3,42.0,58.14307179,-,0.05364811156,0.3369643697,8.998234239e+27,2.7,0.1,ML,trimmed_mean,14,confirmed
texnet2022csxs,earthquake,known,TX,manual,final,2022-02-08 19:30:06.286392,-103.2431911,0.5642368646,31.11109842,0.9877113042,2455.322266,851.3487074,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1523.888752,808.5900371,1523.888752,12.5210022,2096302.2540000002,982371.2598,1329129.676,56.0160355,75.23426814,100.9869129,49,27,,24,,0.2,60.0,104.6739479,-,0.01584192554,0.2783775448,0.2783775448,2.8,0.1,ML,trimmed_mean,14,confirmed
texnet2022dgga,earthquake,known,TX,manual,final,2022-02-16 02:27:26.390458,-103.2194694,0.5313616073,31.08599019,0.5013925561,4486.254883,695.914277,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,874.4155840999999,680.4399962,874.4155840999999,128.1739323,1410635.7559999998,688060.2649,1063178.2989999999,153.5245661,-162.7625199,65.90464925,53,30,,19,,0.2,53.0,91.2795146,-,0.02815579486,0.2526276009,0.2494384574,2.5,0.1,ML,trimmed_mean,12,confirmed
texnet2022gdbd,earthquake,known,TX,manual,final,2022-03-29 01:12:00.946115,-103.2066333,0.6921208386,31.15696274,1.199651093,4614.794922,1686.42073,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1844.004567,1005.730261,1844.004567,11.20969309,3288279.655,1178744.099,2146712.978,160.2687142,98.5266667,98.24710009,34,29,,27,,0.4,41.0,68.76509501,-,0.05508597792,1.115865901,0.3622078924,2.7,0.2,ML,trimmed_mean,23,confirmed
texnet2022gdkr,earthquake,known,TX,manual,final,2022-03-29 06:00:28.026611,-103.2267325,0.431703506,31.15035212,0.6011283076,3869.2626950000003,896.5872466,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,922.9957148,638.625224,922.9957148,12.50020285,1702718.357,784202.6926,1121113.5380000002,10.8567141,-82.09967267,85.8713111,20,20,,18,,0.2,68.0,79.31508576,-,0.03337973138,1.529798439,0.1901716772,2.7,0.1,ML,trimmed_mean,12,confirmed
texnet2022hedw,earthquake,known,TX,manual,final,2022-04-12 21:15:00.955758,-103.158878,0.3435903035,31.11936631,0.4060856977,1452.709961,724.6887983,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,617.3822073,519.2754166,617.3822073,172.5436925,1368558.121,628300.785,764852.216,6.52488266,7.364246643,96.52487572,27,20,,14,,0.2,55.0,101.9705274,-,0.01197892563,0.2138241995,0.1162864849,2.4,0.2,ML,trimmed_mean,6,confirmed
texnet2022lejk,earthquake,known,TX,manual,final,2022-06-08 22:12:29.903850,-103.3298721,0.7422626284,31.11312051,1.317214271,2558.154297,1250.82183,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,2188.4138759999996,684.5884685,2188.4138759999996,154.5380243,2847814.322,820066.4721,2193155.301,118.5741144,-62.58763848,84.21707321,20,15,,13,,0.4,68.0,125.1243678,-,0.03814363095,0.324190132,0.2689642802,2.7,0.2,ML,trimmed_mean,12,confirmed
texnet2022lhci,earthquake,known,TX,manual,final,2022-06-10 10:01:52.217847,-103.3352515,0.6025089959,31.10118059,1.03546838,3483.642578,1267.46279,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1676.530954,700.165145,1676.530954,157.3302727,2683012.324,804467.0044,1700407.643,35.73044103,120.5811642,80.67704982,22,22,,17,,0.3,77.0,91.1111112,-,0.03224509381,1.793201017,0.2002327405,2.4,0.2,ML,trimmed_mean,13,confirmed
texnet2022locs,earthquake,known,TX,manual,final,2022-06-14 06:10:25.573596,-103.3074833,1.435024891,31.08090716,1.295471453,4614.794922,2505.325941,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,2404.710713,1677.413083,2404.710713,126.4153309,4916106.740999999,1793124.457,2822539.281,161.0214869,-178.5821033,75.49715439,16,16,,16,,0.3,69.0,133.6033846,-,0.08833202978,1.522068336,0.3431814887,2.2,0.2,ML,trimmed_mean,11,confirmed
texnet2022lvxs,earthquake,known,TX,manual,final,2022-06-18 12:43:34.699139,-103.2521254,0.4650946093,31.07871877,0.6760764002,3098.0224609999996,1513.518451,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1033.736738,692.957888,1033.736738,170.1184837,2900896.5039999997,760285.5978,1212495.5990000002,12.14398119,-43.07242652,98.93934549,81,48,,36,,0.3,63.0,67.7618419,-,0.04635922177,0.3889978449,0.3507532934,3.2,0.1,ML,trimmed_mean,14,confirmed
texnet2022mgvc,earthquake,known,TX,manual,final,2022-06-24 11:54:17.303155,-103.2065887,0.8840982138,31.16891202,0.8129379704,3894.970703,2249.995332,smi:org.gfz-potsdam.de/geofon/NonLinLoc,smi:org.gfz-potsdam.de/geofon/PB1D-20170918-topoLV,1409.323232,1153.929355,1409.323232,57.5526084,4384360.388,1295358.112,1435966.371,16.12373601,28.53584122,105.8262937,28,27,,21,,0.4,50.0,81.75539522,-,0.03249827084,1.880624911,0.2693339421,2.5,0.2,ML,trimmed_mean,12,confirmed
