ev_id,longitude,latitude,depth,S-P,Author
texnet2024bxxj,-104.11304,31.73291,12.092431685221712,False,S-P Depth Reloc
texnet2024bxts,-104.1475,31.70047,8.021957173678869,False,S-P Depth Reloc
texnet2024bxqy,-104.43159,31.6806,7.216080402010049,True,S-P Depth Reloc
texnet2024bxqj,-104.14838,31.70088,8.0799571782233,False,S-P Depth Reloc
texnet2024bxpk,-104.15004,31.70092,8.204957199751663,False,S-P Depth Reloc
texnet2024bxop,-104.30384,31.68897,8.404961841443413,False,S-P Depth Reloc
texnet2024bxmz,-104.30134,31.68914,8.15168345955401,False,S-P Depth Reloc
texnet2024bxms,-104.30272,31.68896,8.317961840977684,False,S-P Depth Reloc
texnet2024bxmp,-104.30251,31.68885,8.293961840234417,False,S-P Depth Reloc
texnet2024bxjy,-104.01804,31.5552,9.646474295059472,False,S-P Depth Reloc
texnet2024bxjp,-104.30061,31.68888,8.265657313593447,False,S-P Depth Reloc
texnet2024bzjm,-104.51458,31.61867,9.921054333005923,False,S-P Depth Reloc
texnet2024bzqt,-104.19178,31.67047,6.786958296801592,False,S-P Depth Reloc
texnet2024bxjg,-104.42242,31.67376,8.387939698492463,True,S-P Depth Reloc
texnet2024bzrw,-104.47751,31.66832,7.109547738693467,True,S-P Depth Reloc
texnet2024ccec,-104.33413,31.66235,7.885759061415476,False,S-P Depth Reloc
texnet2024ccaw,-104.40621,31.67781,6.525536683342764,False,S-P Depth Reloc
texnet2024ccao,-104.51758,31.6187,9.662161797674026,False,S-P Depth Reloc
texnet2024ccaj,-104.46543,31.65567,6.641037190597949,False,S-P Depth Reloc
texnet2024ccag,-104.40668,31.67783,6.9364522611403805,False,S-P Depth Reloc
texnet2024cbzn,-104.3279,31.66016,7.610759060757044,False,S-P Depth Reloc
texnet2024cbsn,-104.40638,31.67734,7.25505226137536,False,S-P Depth Reloc
texnet2024cbsb,-104.01643,31.55417,9.924474276781332,False,S-P Depth Reloc
texnet2024cbob,-104.37257,31.62772,8.178202917110323,False,S-P Depth Reloc
texnet2024cbjv,-104.54249,31.5917,9.651787898304434,False,S-P Depth Reloc
texnet2024cbip,-104.2925,31.64143,4.430593952181327,False,S-P Depth Reloc
texnet2024cbbn,-104.37079,31.62533,8.394202050500155,False,S-P Depth Reloc
texnet2024cbal,-104.33562,31.66165,8.167759080269782,False,S-P Depth Reloc
texnet2024catu,-104.15132,31.70247,7.983934080951523,False,S-P Depth Reloc
texnet2024cacz,-104.49933,31.69557,7.109547738693467,True,S-P Depth Reloc
texnet2024cabc,-104.39664,31.67526,7.673504522391399,False,S-P Depth Reloc
texnet2024bzwm,-104.19013,31.66936,6.924958294297509,False,S-P Depth Reloc
texnet2024bzvk,-104.19007,31.67,6.826958282190381,False,S-P Depth Reloc
texnet2024bzum,-104.11252,31.73703,10.478427586137297,False,S-P Depth Reloc
texnet2024bzuc,-104.19023,31.6707,6.602958271971222,False,S-P Depth Reloc
texnet2024bztg,-104.11227,31.73662,10.690428972617257,False,S-P Depth Reloc
texnet2024bztb,-104.18827,31.67143,6.370958232816742,False,S-P Depth Reloc
texnet2024bzsy,-104.1123,31.73666,10.613428819158795,False,S-P Depth Reloc
texnet2024bxjj,-104.42284,31.67428,8.494472361809045,True,S-P Depth Reloc
texnet2024bxgw,-104.15038,31.5458,10.940463529493705,False,S-P Depth Reloc
texnet2024ccfr,-104.02799,31.57584,9.04426822052362,False,S-P Depth Reloc
texnet2024btsd,-104.41439,31.67615,8.174874371859296,True,S-P Depth Reloc
texnet2024btof,-104.41494,31.67654,7.748743718592965,True,S-P Depth Reloc
texnet2024btiy,-104.29983,31.68882,8.365657311539962,False,S-P Depth Reloc
texnet2024btfz,-104.53286,31.71237,8.601005025125628,True,S-P Depth Reloc
texnet2024bszq,-104.19523,31.66936,7.200958362632233,False,S-P Depth Reloc
texnet2024bsyv,-104.01914,31.55525,9.494474291839424,False,S-P Depth Reloc
texnet2024bswo,-104.3404,31.66154,7.632759108126507,False,S-P Depth Reloc
texnet2024bsqj,-104.41144,31.67691,7.216080402010049,True,S-P Depth Reloc
texnet2024bsns,-104.11449,31.73704,10.736421183438509,False,S-P Depth Reloc
texnet2024bslx,-104.19213,31.66999,6.884958309968681,False,S-P Depth Reloc
texnet2024bsko,-104.11488,31.73739,10.710419427188501,False,S-P Depth Reloc
texnet2024bsjr,-104.29779,31.68602,9.109961821359295,False,S-P Depth Reloc
texnet2024bsjp,-104.29652,31.68589,8.983961820111347,False,S-P Depth Reloc
texnet2024bsjo,-103.93568,31.59215,11.141628129854098,False,S-P Depth Reloc
texnet2024bsjk,-104.29772,31.68638,8.975961823517872,False,S-P Depth Reloc
texnet2024bshy,-104.02211,31.55807,9.452474347668014,False,S-P Depth Reloc
texnet2024bsgw,-104.19355,31.67024,6.8309583245798615,False,S-P Depth Reloc
texnet2024bsgp,-104.19424,31.66985,6.994958340713121,False,S-P Depth Reloc
texnet2024bsdu,-104.30056,31.68687,8.99396182751755,False,S-P Depth Reloc
texnet2024bsdt,-104.30099,31.68677,9.092961827066427,False,S-P Depth Reloc
texnet2024brxd,-104.29822,31.68853,7.985657307097515,False,S-P Depth Reloc
texnet2024brvx,-104.34072,31.66214,7.383759100712062,False,S-P Depth Reloc
texnet2024brqe,-104.18962,31.66977,6.873958280223009,False,S-P Depth Reloc
texnet2024brpg,-104.40642,31.67526,7.739209045172893,False,S-P Depth Reloc
texnet2024btom,-104.30102,31.68925,8.102657315088083,False,S-P Depth Reloc
texnet2024btsr,-104.12165,31.74165,7.072459056306133,False,S-P Depth Reloc
texnet2024bwuy,-104.01891,31.55689,10.094474332173,False,S-P Depth Reloc
texnet2024btyc,-104.09175,31.61213,6.289155842362332,False,S-P Depth Reloc
texnet2024bwuv,-104.41278,31.67871,6.899558793315616,False,S-P Depth Reloc
texnet2024bwkq,-104.26337,31.6497,7.535678391959798,True,S-P Depth Reloc
texnet2024bwke,-104.12094,31.61957,9.693838341552613,False,S-P Depth Reloc
texnet2024bwhm,-104.03092,31.63495,8.920603015075377,True,S-P Depth Reloc
texnet2024bwfa,-103.96339,31.60355,12.542713567839195,True,S-P Depth Reloc
texnet2024bwcp,-104.00303,31.61169,11.796984924623116,True,S-P Depth Reloc
texnet2024bwbc,-103.97286,31.60536,12.32964824120603,True,S-P Depth Reloc
texnet2024bvyk,-104.10552,31.61388,11.400838479270377,False,S-P Depth Reloc
texnet2024bvtg,-104.45642,31.65273,8.28140703517588,True,S-P Depth Reloc
texnet2024bvom,-104.1915,31.66829,7.785740692852224,False,S-P Depth Reloc
texnet2024bvka,-104.0189,31.55511,9.613474289439955,False,S-P Depth Reloc
texnet2024bvjk,-104.01815,31.55493,9.649474288129335,False,S-P Depth Reloc
texnet2024bvig,-104.37286,31.66536,8.207302511357634,False,S-P Depth Reloc
texnet2024bvhq,-104.35426,31.72196,7.032473365256925,False,S-P Depth Reloc
texnet2024bvhe,-104.35441,31.72266,6.937473330835749,False,S-P Depth Reloc
texnet2024bvfi,-104.38277,31.61143,2.5556055114821468,False,S-P Depth Reloc
texnet2024bvet,-104.02064,31.55715,9.703474331467564,False,S-P Depth Reloc
texnet2024bveg,-104.5038,31.61646,10.509413026545381,False,S-P Depth Reloc
texnet2024buzc,-103.98746,31.61046,10.625125628140704,True,S-P Depth Reloc
texnet2024buty,-104.34719,31.66215,7.029302524350823,False,S-P Depth Reloc
texnet2024buqt,-103.92577,31.48041,7.556882012173429,False,S-P Depth Reloc
texnet2024bubg,-104.22509,31.60361,3.1657426848430763,False,S-P Depth Reloc
texnet2024btzo,-104.12255,31.74126,7.2884581028339195,False,S-P Depth Reloc
texnet2024ccfe,-104.33357,31.6618,7.926759066751757,False,S-P Depth Reloc
texnet2024ccmm,-104.40774,31.67837,6.2984301496996595,False,S-P Depth Reloc
texnet2024aoaw,-104.10932,31.61315,10.01483848870294,False,S-P Depth Reloc
texnet2024clmz,-104.48334,31.66529,6.257286432160804,True,S-P Depth Reloc
texnet2024clhv,-104.2068,31.60606,8.837253310616372,False,S-P Depth Reloc
texnet2024clhs,-104.20627,31.60518,8.833253369158607,False,S-P Depth Reloc
texnet2024ckzh,-104.20675,31.60473,9.000253318657977,False,S-P Depth Reloc
texnet2024ckye,-104.42589,31.67236,8.814070351758794,True,S-P Depth Reloc
texnet2024ckqu,-104.42596,31.67197,8.707537688442212,True,S-P Depth Reloc
texnet2024ckoy,-104.26919,31.61408,8.252083379606558,False,S-P Depth Reloc
texnet2024cklt,-104.05864,31.56896,8.426407086047206,False,S-P Depth Reloc
texnet2024ckkb,-104.50984,31.61787,10.144054009462547,False,S-P Depth Reloc
texnet2024ckjs,-104.45357,31.65432,7.109547738693467,True,S-P Depth Reloc
texnet2024ckha,-104.2697,31.61441,8.357083380102209,False,S-P Depth Reloc
texnet2024ckdo,-104.40596,31.67797,6.24654974805224,False,S-P Depth Reloc
texnet2024ckbc,-104.36472,31.62275,8.414201778542585,False,S-P Depth Reloc
texnet2024cjyn,-103.94408,31.60673,11.264321608040202,True,S-P Depth Reloc
texnet2024cjxl,-104.40609,31.69125,2.1639969510833477,False,S-P Depth Reloc
texnet2024cjvk,-104.16542,31.6884,7.322957626938789,False,S-P Depth Reloc
texnet2024cjts,-104.40786,31.67915,6.879617085861185,False,S-P Depth Reloc
texnet2024cjry,-104.18142,31.66796,4.485740459228356,False,S-P Depth Reloc
texnet2024cjqx,-104.45253,31.65456,7.216080402010049,True,S-P Depth Reloc
texnet2024cjky,-104.42,31.68895,3.6853929039533098,False,S-P Depth Reloc
texnet2024cjka,-104.51502,31.61953,9.874054211984111,False,S-P Depth Reloc
texnet2024cjjx,-104.51469,31.6196,9.842054165294435,False,S-P Depth Reloc
texnet2024cjhm,-104.51579,31.61749,10.148054681704759,False,S-P Depth Reloc
texnet2024cjfa,-104.14958,31.54581,10.907463523959473,False,S-P Depth Reloc
texnet2024cliy,-104.20583,31.60473,8.880253417192774,False,S-P Depth Reloc
texnet2024cmcf,-104.17576,31.70574,8.134837513209899,False,S-P Depth Reloc
texnet2024cixt,-104.20439,31.67485,6.926958388405523,False,S-P Depth Reloc
texnet2024cmhd,-104.30544,31.68926,8.60596184378137,False,S-P Depth Reloc
texnet2024coij,-104.15001,31.54658,10.825463523172795,False,S-P Depth Reloc
texnet2024coif,-104.35582,31.62108,7.855202397574871,False,S-P Depth Reloc
texnet2024cogz,-104.51542,31.61638,10.408054857831017,False,S-P Depth Reloc
texnet2024coeu,-104.33463,31.66053,7.547759091959642,False,S-P Depth Reloc
texnet2024codc,-104.24342,31.73464,8.18152130755624,False,S-P Depth Reloc
texnet2024cnzj,-104.1047,31.6148,9.934838461725404,False,S-P Depth Reloc
texnet2024cnzh,-104.10644,31.55983,8.08341563626104,False,S-P Depth Reloc
texnet2024cnxt,-104.24439,31.73459,8.189521652322115,False,S-P Depth Reloc
texnet2024cnxb,-104.17587,31.70621,8.07583748103144,False,S-P Depth Reloc
texnet2024cnur,-104.42879,31.67468,7.429145728643216,True,S-P Depth Reloc
texnet2024cnua,-104.42823,31.67345,8.814070351758794,True,S-P Depth Reloc
texnet2024cntk,-104.42919,31.67401,8.601005025125628,True,S-P Depth Reloc
texnet2024cnqf,-104.42504,31.673,8.494472361809045,True,S-P Depth Reloc
texnet2024cnpf,-104.16835,31.70362,8.320934032082342,False,S-P Depth Reloc
texnet2024cnor,-104.33878,31.66131,7.56575910276908,False,S-P Depth Reloc
texnet2024cnlx,-104.10527,31.61495,9.940838457861851,False,S-P Depth Reloc
texnet2024cnls,-103.92766,31.47724,7.870881704262501,False,S-P Depth Reloc
texnet2024cncx,-104.11048,31.61576,11.386838433960119,False,S-P Depth Reloc
texnet2024cmrg,-104.42532,31.67185,8.387939698492463,True,S-P Depth Reloc
texnet2024cmox,-104.19609,31.66766,8.208741016787116,False,S-P Depth Reloc
texnet2024cmok,-104.36238,31.65153,7.787492600146262,False,S-P Depth Reloc
texnet2024cmoj,-104.19564,31.66766,8.211741002249275,False,S-P Depth Reloc
texnet2024cmnt,-104.17387,31.56786,8.609657189887379,False,S-P Depth Reloc
texnet2024cjby,-103.95753,31.48774,5.613261639325881,False,S-P Depth Reloc
texnet2024cixn,-104.19327,31.67032,6.830958319415231,False,S-P Depth Reloc
texnet2024ccng,-104.40893,31.67812,5.751847235680922,False,S-P Depth Reloc
texnet2024cgxm,-103.99555,31.61122,11.477386934673367,True,S-P Depth Reloc
texnet2024cgwb,-104.41813,31.67558,8.174874371859296,True,S-P Depth Reloc
texnet2024cgkq,-104.13317,31.72251,6.635933587722954,False,S-P Depth Reloc
texnet2024cgig,-104.5628,31.71935,6.999387382539362,False,S-P Depth Reloc
texnet2024cgfv,-104.11385,31.73303,11.844428889891926,False,S-P Depth Reloc
texnet2024cgfh,-104.37537,31.66197,9.047784815130191,False,S-P Depth Reloc
texnet2024cgcz,-104.12519,31.74275,6.849835171438018,False,S-P Depth Reloc
texnet2024cgad,-104.1233,31.74132,7.1298352744127715,False,S-P Depth Reloc
texnet2024cfye,-104.12,31.73946,10.057516309965333,False,S-P Depth Reloc
texnet2024cfwx,-104.30244,31.64229,4.766821944802163,False,S-P Depth Reloc
texnet2024cfoi,-104.00998,31.55881,7.109474414217198,False,S-P Depth Reloc
texnet2024cfjf,-104.37541,31.66265,8.814784841867919,False,S-P Depth Reloc
texnet2024cfiz,-104.24479,31.73244,8.556521777499036,False,S-P Depth Reloc
texnet2024cfej,-103.95778,31.60261,10.625125628140704,True,S-P Depth Reloc
texnet2024cext,-104.12227,31.74078,7.471458593122348,False,S-P Depth Reloc
texnet2024cegj,-103.96778,31.6113,10.964630150837188,False,S-P Depth Reloc
texnet2024cdrz,-104.50618,31.61705,10.536053798521746,False,S-P Depth Reloc
texnet2024cdrv,-104.5067,31.61683,10.510053893181375,False,S-P Depth Reloc
texnet2024cdjb,-104.0187,31.55591,9.830474309467615,False,S-P Depth Reloc
texnet2024cdik,-104.01952,31.55647,9.740474319628472,False,S-P Depth Reloc
texnet2024cdih,-104.40444,31.67677,7.4395326632084515,False,S-P Depth Reloc
texnet2024cctj,-104.14653,31.69946,8.328957178527894,False,S-P Depth Reloc
texnet2024ccob,-104.46458,31.65563,6.704130654151199,False,S-P Depth Reloc
texnet2024ccnd,-104.1238,31.74138,7.063835268724322,False,S-P Depth Reloc
texnet2024cgxd,-104.4075,31.67731,7.1456673372299875,False,S-P Depth Reloc
texnet2024cgxm,-103.99555,31.61122,10.625125628140704,True,S-P Depth Reloc
texnet2024civv,-104.19257,31.67013,6.884958313391623,False,S-P Depth Reloc
texnet2024cgyf,-104.40688,31.67719,7.453465326587084,False,S-P Depth Reloc
texnet2024ciuu,-104.58129,31.73525,4.882450734787295,False,S-P Depth Reloc
texnet2024cish,-103.98846,31.6104,10.198994974874372,True,S-P Depth Reloc
texnet2024cish,-103.98846,31.6104,9.34673366834171,True,S-P Depth Reloc
texnet2024ciqs,-104.41211,31.67612,7.855276381909547,True,S-P Depth Reloc
texnet2024cipt,-104.3674,31.62433,8.377202110987193,False,S-P Depth Reloc
texnet2024cipd,-104.4109,31.67618,7.003015075376884,True,S-P Depth Reloc
texnet2024cimb,-104.42657,31.67304,8.494472361809045,True,S-P Depth Reloc
texnet2024cilf,-104.17449,31.56826,8.727657120175943,False,S-P Depth Reloc
texnet2024cihq,-104.52684,31.59147,10.969167216830135,False,S-P Depth Reloc
texnet2024cich,-104.01908,31.55519,9.500474290638817,False,S-P Depth Reloc
texnet2024ciaq,-104.01874,31.55466,9.462474279269832,False,S-P Depth Reloc
texnet2024chxq,-103.98824,31.61161,10.51859296482412,True,S-P Depth Reloc
texnet2024chxq,-103.98824,31.61161,10.51859296482412,True,S-P Depth Reloc
texnet2024chot,-104.421,31.67474,7.429145728643216,True,S-P Depth Reloc
texnet2024cheu,-104.40792,31.69031,3.5069969427016234,False,S-P Depth Reloc
texnet2024chet,-104.40846,31.67655,7.846689447110137,False,S-P Depth Reloc
texnet2024cher,-104.10483,31.61398,11.530838478219732,False,S-P Depth Reloc
texnet2024cheb,-103.99697,31.6112,10.944723618090451,True,S-P Depth Reloc
texnet2024cheb,-103.99697,31.6112,11.477386934673367,True,S-P Depth Reloc
texnet2024chdq,-104.40912,31.67608,7.862743718586811,False,S-P Depth Reloc
texnet2024chdc,-104.40542,31.67646,7.34182613011239,False,S-P Depth Reloc
texnet2024chcf,-104.40692,31.67691,7.807917587899397,False,S-P Depth Reloc
texnet2024chbt,-104.40749,31.67685,7.372400000060354,False,S-P Depth Reloc
texnet2024brkq,-104.19311,31.66971,7.010958328044829,False,S-P Depth Reloc
texnet2024brkn,-104.1936,31.66919,7.15395834379419,False,S-P Depth Reloc
texnet2024brgp,-104.17932,31.57101,8.502656576859616,False,S-P Depth Reloc
texnet2024azfj,-104.37527,31.67085,7.322302520678067,False,S-P Depth Reloc
texnet2024ayup,-104.10979,31.61576,11.250838434943514,False,S-P Depth Reloc
texnet2024ayqt,-104.33194,31.66155,7.907759061644946,False,S-P Depth Reloc
texnet2024ayhs,-104.18894,31.67089,6.548958251331111,False,S-P Depth Reloc
texnet2024axyt,-103.99616,31.63445,8.174874371859296,True,S-P Depth Reloc
texnet2024axys,-104.00014,31.63479,7.429145728643216,True,S-P Depth Reloc
texnet2024axpo,-104.18183,31.66864,6.869740282884208,False,S-P Depth Reloc
texnet2024axij,-103.98723,31.63931,10.942709546729978,False,S-P Depth Reloc
texnet2024axig,-104.01044,31.63918,8.543991958243003,False,S-P Depth Reloc
texnet2024axgk,-104.10291,31.61281,11.792155711236255,False,S-P Depth Reloc
texnet2024axdm,-104.0159,31.64533,8.387939698492463,True,S-P Depth Reloc
texnet2024axdl,-104.01619,31.64589,7.96180904522613,True,S-P Depth Reloc
texnet2024awzu,-104.29895,31.65658,7.523604964111737,False,S-P Depth Reloc
texnet2024awyl,-104.18002,31.57122,8.66265649799941,False,S-P Depth Reloc
texnet2024awyi,-104.11803,31.74017,9.557526487711787,False,S-P Depth Reloc
texnet2024awvy,-104.50626,31.61666,10.592053881552133,False,S-P Depth Reloc
texnet2024awvu,-104.18444,31.66802,7.334740540058261,False,S-P Depth Reloc
texnet2024awig,-104.15344,31.54811,10.899183365750188,False,S-P Depth Reloc
texnet2024awef,-104.09992,31.61242,6.206155753017466,False,S-P Depth Reloc
texnet2024avte,-104.11402,31.73304,12.118428324539604,False,S-P Depth Reloc
texnet2024avsh,-104.01563,31.6366,8.707537688442212,True,S-P Depth Reloc
texnet2024avou,-104.64535,31.74783,7.464450737019783,False,S-P Depth Reloc
texnet2024avnq,-104.57316,31.7161,9.348967716234672,False,S-P Depth Reloc
texnet2024avkw,-104.3799,31.62991,8.251202799749844,False,S-P Depth Reloc
texnet2024azag,-104.26511,31.64835,7.96180904522613,True,S-P Depth Reloc
texnet2024azmg,-104.42435,31.67182,8.814070351758794,True,S-P Depth Reloc
texnet2024aupa,-104.18698,31.67054,1.6719582312511574,False,S-P Depth Reloc
texnet2024azrj,-104.50884,31.62511,8.333052516847248,False,S-P Depth Reloc
texnet2024bcou,-104.40446,31.6764,7.535678391959798,True,S-P Depth Reloc
texnet2024bcdt,-104.18928,31.67387,5.773958203254577,False,S-P Depth Reloc
texnet2024bcbw,-104.02606,31.56419,8.789354471236,False,S-P Depth Reloc
texnet2024bbwl,-104.46884,31.72116,4.543800299296091,False,S-P Depth Reloc
texnet2024bbqo,-104.28685,31.71691,9.03019534251946,False,S-P Depth Reloc
texnet2024bbod,-104.1989,31.67467,6.0739583180226635,False,S-P Depth Reloc
texnet2024bbnp,-104.19803,31.67435,6.073958312017358,False,S-P Depth Reloc
texnet2024bbng,-104.19851,31.67408,6.224958323217774,False,S-P Depth Reloc
texnet2024bbnd,-104.40187,31.67567,7.648517588062393,False,S-P Depth Reloc
texnet2024bbik,-104.41586,31.75828,8.746921962156128,False,S-P Depth Reloc
texnet2024bavx,-104.17871,31.57028,8.750656645241502,False,S-P Depth Reloc
texnet2024baqw,-104.42684,31.67551,8.387939698492463,True,S-P Depth Reloc
texnet2024bahx,-104.19327,31.67371,6.081958259541794,False,S-P Depth Reloc
texnet2024bahn,-104.58294,31.73939,6.524450132208314,False,S-P Depth Reloc
texnet2024baez,-104.19193,31.67188,6.37995827390859,False,S-P Depth Reloc
texnet2024baep,-104.19298,31.67238,6.375958279146549,False,S-P Depth Reloc
texnet2024babt,-104.19072,31.67131,6.446958267763117,False,S-P Depth Reloc
texnet2024baaf,-104.50704,31.61697,10.471053900507286,False,S-P Depth Reloc
texnet2024azxp,-104.39361,31.67248,8.553795979445377,False,S-P Depth Reloc
texnet2024azxj,-104.1908,31.67228,6.3169582517031815,False,S-P Depth Reloc
texnet2024azxi,-104.18901,31.67235,6.192958226483052,False,S-P Depth Reloc
texnet2024azwi,-104.12169,31.62268,10.366838277220346,False,S-P Depth Reloc
texnet2024azru,-104.47256,31.68461,5.696548071650785,False,S-P Depth Reloc
texnet2024avhv,-104.26985,31.65191,7.96180904522613,True,S-P Depth Reloc
texnet2024auor,-104.00387,31.61964,9.985929648241209,True,S-P Depth Reloc
texnet2024bqoe,-104.37171,31.72625,6.338687689083055,False,S-P Depth Reloc
texnet2024aqou,-104.18874,31.66786,7.798740723577897,False,S-P Depth Reloc
texnet2024aqcg,-104.14653,31.53831,8.247420939382907,False,S-P Depth Reloc
texnet2024aqaz,-104.18983,31.66837,7.728740616597584,False,S-P Depth Reloc
texnet2024aqan,-104.28181,31.71743,8.467757810356645,False,S-P Depth Reloc
texnet2024aqak,-104.18714,31.66803,7.6487406244925005,False,S-P Depth Reloc
texnet2024apwt,-104.11003,31.6105,9.901155715384457,False,S-P Depth Reloc
texnet2024apwj,-104.37394,31.66097,9.103784793267565,False,S-P Depth Reloc
texnet2024apvo,-104.54024,31.5901,10.307789219788381,False,S-P Depth Reloc
texnet2024appn,-104.51293,31.61611,10.59105465898286,False,S-P Depth Reloc
texnet2024apiq,-104.01798,31.63155,8.601005025125628,True,S-P Depth Reloc
texnet2024apdm,-104.10903,31.61752,9.857838400225821,False,S-P Depth Reloc
texnet2024aozx,-104.33031,31.64301,3.395020456473294,False,S-P Depth Reloc
texnet2024aozd,-104.10003,31.61668,9.194838430139257,False,S-P Depth Reloc
texnet2024aore,-104.1122,31.61364,9.855838474631211,False,S-P Depth Reloc
texnet2024aopo,-104.10978,31.61445,10.17083846160445,False,S-P Depth Reloc
texnet2024aopl,-104.42222,31.67559,7.748743718592965,True,S-P Depth Reloc
texnet2024aopl,-104.42222,31.67559,7.429145728643216,True,S-P Depth Reloc
texnet2024aonh,-104.28066,31.71589,9.010757586312218,False,S-P Depth Reloc
texnet2024aojr,-104.11083,31.61414,10.051838466413553,False,S-P Depth Reloc
texnet2024aohe,-104.10655,31.61721,9.674838410066098,False,S-P Depth Reloc
texnet2024aofd,-104.11102,31.61666,10.536838414883416,False,S-P Depth Reloc
texnet2024aoex,-104.19052,31.66888,7.5057404966942896,False,S-P Depth Reloc
texnet2024aodg,-104.10875,31.61706,9.769838409981983,False,S-P Depth Reloc
texnet2024aoch,-104.46193,31.65329,8.174874371859296,True,S-P Depth Reloc
texnet2024aqea,-104.18797,31.66762,7.912740765616922,False,S-P Depth Reloc
texnet2024aqqw,-104.41759,31.67971,6.044221105527638,True,S-P Depth Reloc
texnet2024auoa,-104.10614,31.61694,9.659838416142644,False,S-P Depth Reloc
texnet2024aqqw,-104.41759,31.67971,6.47035175879397,True,S-P Depth Reloc
texnet2024aumu,-104.49813,31.64513,7.003015075376884,True,S-P Depth Reloc
texnet2024augx,-103.97151,31.6044,12.32964824120603,True,S-P Depth Reloc
texnet2024atlm,-104.1121,31.61639,10.52483841883636,False,S-P Depth Reloc
texnet2024atgc,-103.95979,31.60254,12.223115577889448,True,S-P Depth Reloc
texnet2024atfn,-104.51457,31.61649,10.42005475108656,False,S-P Depth Reloc
texnet2024ateb,-104.36163,31.72393,6.875472991174549,False,S-P Depth Reloc
texnet2024atcm,-103.96382,31.60388,12.64924623115578,True,S-P Depth Reloc
texnet2024atbh,-104.04521,31.54782,8.53026822173068,False,S-P Depth Reloc
texnet2024asoe,-104.53411,31.604,8.319787104615688,False,S-P Depth Reloc
texnet2024asod,-104.51842,31.6227,8.813160382577205,False,S-P Depth Reloc
texnet2024asoa,-104.51855,31.62263,8.988160366647248,False,S-P Depth Reloc
texnet2024aslp,-104.19095,31.66774,7.921740828429755,False,S-P Depth Reloc
texnet2024askq,-104.11029,31.61679,9.940838413279417,False,S-P Depth Reloc
texnet2024ascb,-104.10544,31.61641,9.678838427921278,False,S-P Depth Reloc
texnet2024asbg,-104.10716,31.61494,10.052838455371559,False,S-P Depth Reloc
texnet2024asar,-104.16429,31.53607,8.976380356855637,False,S-P Depth Reloc
texnet2024aruz,-103.97405,31.62659,12.436180904522612,True,S-P Depth Reloc
texnet2024arsb,-104.41671,31.67854,6.47035175879397,True,S-P Depth Reloc
texnet2024arsb,-104.41671,31.67854,5.511557788944724,True,S-P Depth Reloc
texnet2024ared,-104.18913,31.66816,7.734740652534137,False,S-P Depth Reloc
texnet2024arbl,-104.10155,31.60975,10.842155822484715,False,S-P Depth Reloc
texnet2024aqyq,-104.10885,31.61568,11.018838437910508,False,S-P Depth Reloc
texnet2024aqsu,-104.36163,31.72475,6.691472957862964,False,S-P Depth Reloc
texnet2024bctb,-104.18931,31.67225,6.169958232268849,False,S-P Depth Reloc
texnet2024bdav,-104.50655,31.61666,10.520053910756557,False,S-P Depth Reloc
texnet2024bdyj,-104.48905,31.66572,7.748743718592965,True,S-P Depth Reloc
texnet2024bnvq,-104.18942,31.64886,4.854012735854471,False,S-P Depth Reloc
texnet2024bnqc,-104.27,31.61383,8.872083379470926,False,S-P Depth Reloc
texnet2024bnmn,-103.87601,31.43903,8.444628048246777,False,S-P Depth Reloc
texnet2024bnlz,-103.87373,31.43837,8.406628046673848,False,S-P Depth Reloc
texnet2024bnkc,-104.37257,31.62751,8.184202815948574,False,S-P Depth Reloc
texnet2024bnjf,-104.46282,31.6539,7.855276381909547,True,S-P Depth Reloc
texnet2024bncf,-104.19505,31.66936,7.211958360220398,False,S-P Depth Reloc
texnet2024bmzg,-104.42555,31.6718,8.387939698492463,True,S-P Depth Reloc
texnet2024bmzc,-104.3004,31.6491,7.843672106761502,False,S-P Depth Reloc
texnet2024bmto,-103.86983,31.43771,8.436628044122564,False,S-P Depth Reloc
texnet2024bmrc,-104.19411,31.6694,7.132958346918834,False,S-P Depth Reloc
texnet2024bmiv,-104.54286,31.59528,8.43978664275457,False,S-P Depth Reloc
texnet2024blub,-104.15019,31.54596,10.912463527414697,False,S-P Depth Reloc
texnet2024blsz,-104.01778,31.52175,8.625473492573624,False,S-P Depth Reloc
texnet2024blkp,-104.01609,31.52109,8.679473483517807,False,S-P Depth Reloc
texnet2024blkk,-104.01651,31.5213,8.603473486872318,False,S-P Depth Reloc
texnet2024blkg,-104.01695,31.52177,8.666473496390054,False,S-P Depth Reloc
texnet2024blkb,-104.01803,31.52193,8.617473495891266,False,S-P Depth Reloc
texnet2024blci,-104.01967,31.55574,9.560474301483715,False,S-P Depth Reloc
texnet2024bkzb,-104.11169,31.61799,9.828838386874406,False,S-P Depth Reloc
texnet2024bkul,-104.0182,31.55651,10.13647432589543,False,S-P Depth Reloc
texnet2024bktl,-104.01998,31.55673,9.691474324027453,False,S-P Depth Reloc
texnet2024bkti,-104.01962,31.55641,9.731474317784736,False,S-P Depth Reloc
texnet2024bkri,-104.01814,31.55595,10.038474312679801,False,S-P Depth Reloc
texnet2024bnta,-104.18172,31.66801,4.4227404549792055,False,S-P Depth Reloc
texnet2024boef,-104.32893,31.71841,9.04546841577342,False,S-P Depth Reloc
texnet2024bdyp,-104.41283,31.68918,5.207905500644221,False,S-P Depth Reloc
