n_event,n_origin,event_id,event_time,latitude,latitude_uncertainty,longitude,longitude_uncertainty,depth,depth_uncertainty,rms,region,method,earth_model,event_type,magnitude,magnitude_type,n_P_phases,n_S_phases,preferred_origin
106,0,ESG2024vqvj,2024-11-04 01:13:05.597849,4.927301490235306,1.1222563169110908,-75.35906771170227,1.0592850236421212,5122.767857142858,1535.6247998353042,0.09828135979283747,Colombia,NonLinLoc,Nereidas,earthquake,2.62,ML,8,8,True
106,1,ESG2024vqvj,2024-11-04 01:13:05.540000,4.937666666666667,0.7071067811865475,-75.3555,0.7071067811865475,6390.0,1100.0,0.08,Colombia,Hypo71,RSNC,earthquake,2.62,ML,8,8,False
103,0,ESG2024vrkk,2024-11-04 08:49:47.199122,4.914824389227836,1.7457361857422407,-75.36995511640802,2.688177127449654,7066.964285714284,2235.8897028459996,0.04627422276775183,Colombia,NonLinLoc,Nereidas,earthquake,0.49,ML,4,4,True
103,1,ESG2024vrkk,2024-11-04 08:49:47.200000,4.928,0.9192388155425117,-75.35616666666667,0.9192388155425117,7060.0,1200.0,0.05,Colombia,Hypo71,RSNC,earthquake,0.49,ML,4,4,False
102,0,ESG2024vrnc,2024-11-04 10:11:04.614204,4.916520305869629,1.2913345916210688,-75.35245110272348,1.225117091527103,4973.214285714285,1635.282768430673,0.08854716364185944,Colombia,NonLinLoc,Nereidas,earthquake,1.04,ML,6,5,True
102,1,ESG2024vrnc,2024-11-04 10:11:04.610000,4.926,0.7071067811865475,-75.3515,0.7071067811865475,6270.0,1000.0,0.06,Colombia,Hypo71,RSNC,earthquake,1.04,ML,6,5,False
101,0,ESG2024vros,2024-11-04 11:00:21.420617,4.915066663033807,1.4699682467716906,-75.38233590328693,1.9299860525280523,6767.857142857142,1363.5660220450181,0.05968285556255724,Colombia,NonLinLoc,Nereidas,earthquake,0.86,ML,6,5,True
101,1,ESG2024vros,2024-11-04 11:00:21.410000,4.9245,0.6363961030678927,-75.37633333333333,0.6363961030678927,7580.0,600.0,0.04,Colombia,Hypo71,RSNC,earthquake,0.86,ML,6,5,False
100,0,ESG2024vrpk,2024-11-04 11:20:30.591649,4.917731674899479,1.5467461230062893,-75.36824726422371,2.5996027705592843,6468.75,2051.4666635435924,0.05902796136313663,Colombia,NonLinLoc,Nereidas,earthquake,0.73,ML,5,4,True
100,1,ESG2024vrpk,2024-11-04 11:20:30.589999,4.928166666666667,0.8485281374238569,-75.3635,0.8485281374238569,7210.0,1000.0,0.05,Colombia,Hypo71,RSNC,earthquake,0.73,ML,5,4,False
99,0,ESG2024vrue,2024-11-04 13:44:57.385086,4.812948253817336,1.5629982822133937,-75.41371336289482,3.0660309132371633,1832.5892857142853,2204.250989913399,0.0552199656412594,Colombia,NonLinLoc,Nereidas,earthquake,0.45,ML,4,4,True
99,1,ESG2024vrue,2024-11-04 13:44:57.329999,4.797833333333333,0.9192388155425117,-75.41683333333333,0.9192388155425117,1600.0,900.0,0.03,Colombia,Hypo71,RSNC,earthquake,0.45,ML,4,4,False
98,0,ESG2024vruo,2024-11-04 13:56:47.077873,4.922092603406944,1.1167997846919169,-75.36483160057173,1.0437631467963784,5272.321428571428,1322.0471844219105,0.0717901411018601,Colombia,NonLinLoc,Nereidas,earthquake,1.93,ML,8,8,True
98,1,ESG2024vruo,2024-11-04 13:56:47.020000,4.9355,0.42426406871192845,-75.354,0.42426406871192845,5280.0,800.0,0.06,Colombia,Hypo71,RSNC,earthquake,1.93,ML,8,8,False
96,0,ESG2024vrwo,2024-11-04 14:57:29.551322,4.915551210645747,1.2955749982210738,-75.37123585246286,1.5836145577130127,6169.642857142857,1392.3412221424092,0.08114256643098429,Colombia,NonLinLoc,Nereidas,earthquake,1.58,ML,8,7,True
96,1,ESG2024vrwo,2024-11-04 14:57:29.519999,4.9255,0.7778174593052023,-75.36416666666666,0.7778174593052023,6900.0,900.0,0.08,Colombia,Hypo71,RSNC,earthquake,1.58,ML,8,7,False
96,2,ESG2024vrwo,2024-11-04 14:57:29.510000,4.9255,0.7778174593052023,-75.3645,0.7778174593052023,7010.0,800.0,0.07,Colombia,Hypo71,RSNC,earthquake,1.58,ML,8,7,False
93,0,ESG2024vtii,2024-11-05 10:02:41.607457,4.920396686765153,1.2426442759905827,-75.3609893528013,1.1506066964085446,4973.214285714285,1493.4753035777662,0.10083257479751213,Colombia,NonLinLoc,Nereidas,earthquake,0.86,ML,6,6,True
93,1,ESG2024vtii,2024-11-05 10:02:41.630000,4.927,0.7071067811865475,-75.364,0.7071067811865475,6540.0,900.0,0.06,Colombia,Hypo71,RSNC,earthquake,0.86,ML,6,6,False
91,0,ESG2024vtjb,2024-11-05 10:24:34.879841,4.915793484451718,1.4904947466284628,-75.36056272604714,2.461676286883267,5272.321428571428,2433.2150063120266,0.0861575986109659,Colombia,NonLinLoc,Nereidas,earthquake,0.7,ML,4,3,True
91,1,ESG2024vtjb,2024-11-05 10:24:34.820000,4.929,1.34350288425444,-75.34966666666666,1.34350288425444,5300.0,2100.0,0.07,Colombia,Hypo71,RSNC,earthquake,0.7,ML,4,3,False
90,0,ESG2024vtjm,2024-11-05 10:37:51.691059,4.913128472586044,1.5661327521451383,-75.36867443460989,2.606758843213971,6767.857142857142,1987.7610325163387,0.08002752721868575,Colombia,NonLinLoc,Nereidas,earthquake,0.57,ML,5,4,True
90,1,ESG2024vtjm,2024-11-05 10:37:51.719999,4.9225,1.2020815280171306,-75.36333333333333,1.2020815280171306,7400.0,1300.0,0.06,Colombia,Hypo71,RSNC,earthquake,0.57,ML,5,4,False
89,0,ESG2024vtjr,2024-11-05 10:43:34.163987,4.924030793854707,1.2647954404402961,-75.35287745009002,1.102723544503532,4075.892857142858,1788.0959216742435,0.1143592153220134,Colombia,NonLinLoc,Nereidas,earthquake,1.19,ML,6,6,True
89,1,ESG2024vtjr,2024-11-05 10:43:34.189999,4.930833333333333,0.565685424949238,-75.355,0.565685424949238,5850.0,1000.0,0.06,Colombia,Hypo71,RSNC,earthquake,1.19,ML,6,6,False
88,0,ESG2024vtkk,2024-11-05 11:05:47.569017,4.884782437287522,2.2260893814953935,-75.38361760240362,4.814974287522222,5272.321428571428,3015.1089122292624,0.03921873097750392,Colombia,NonLinLoc,Nereidas,earthquake,0.36,ML,4,3,True
88,1,ESG2024vtkk,2024-11-05 11:05:47.530000,4.889666666666667,1.2727922061357855,-75.37666666666667,1.2727922061357855,6300.0,800.0,0.03,Colombia,Hypo71,RSNC,earthquake,0.36,ML,4,3,False
87,0,ESG2024vtlb,2024-11-05 11:24:58.004788,4.867944407772588,1.541951455584616,-75.38127019782507,2.52559657497114,5421.875,1556.770032856308,0.052989110139712,Colombia,NonLinLoc,Nereidas,earthquake,0.56,ML,4,4,True
