longitude,latitude,gap
-104.68329,31.6861,135.52
-104.68329,31.6961,134.47
-104.68329,31.7061,133.32
-104.68329,31.7161,132.05
-104.68329,31.7261,130.66
-104.68329,31.7361,129.13
-104.68329,31.7461,127.44
-104.68329,31.7561,125.58
-104.68329,31.7661,123.54
-104.68329,31.7761,121.28
-104.68329,31.7861,118.79
-104.68329,31.7961,116.05
-104.68329,31.8061,113.03
-104.68329,31.8161,109.72
-104.68329,31.8261,106.11
-104.68329,31.8361,102.19
-104.68329,31.8461,97.97
-104.68329,31.8561,93.46
-104.68329,31.8661,96.66
-104.68329,31.8761,101.76
-104.68329,31.8861,106.98
-104.68329,31.8961,112.23
-104.68329,31.9061,117.43
-104.67329,31.3961,142.67
-104.67329,31.4061,142.74
-104.67329,31.4161,142.80
-104.67329,31.4261,142.83
-104.67329,31.4361,142.85
-104.67329,31.4461,142.84
-104.67329,31.4561,142.81
-104.67329,31.4661,142.76
-104.67329,31.4761,142.69
-104.67329,31.4861,142.60
-104.67329,31.4961,142.48
-104.67329,31.5061,142.33
-104.67329,31.5161,142.16
-104.67329,31.5261,141.96
-104.67329,31.5361,141.73
-104.67329,31.5461,141.47
-104.67329,31.5561,141.18
-104.67329,31.5661,140.86
-104.67329,31.5761,140.49
-104.67329,31.5861,140.09
-104.67329,31.5961,139.65
-104.67329,31.6061,139.17
-104.67329,31.6161,138.63
-104.67329,31.6261,138.05
-104.67329,31.6361,137.41
-104.67329,31.6461,136.71
-104.67329,31.6561,135.94
-104.67329,31.6661,135.10
-104.67329,31.6761,134.19
-104.67329,31.6861,133.19
-104.67329,31.6961,132.10
-104.67329,31.7061,130.90
-104.67329,31.7161,129.59
-104.67329,31.7261,128.16
-104.67329,31.7361,126.60
-104.67329,31.7461,124.88
-104.67329,31.7561,123.00
-104.67329,31.7661,120.93
-104.67329,31.7761,118.67
-104.67329,31.7861,116.20
-104.67329,31.7961,113.49
-104.67329,31.8061,110.53
-104.67329,31.8161,107.32
-104.67329,31.8261,103.84
-104.67329,31.8361,100.10
