longitude,latitude,gap
-103.93890,31.05960,94.26
-103.93890,31.06960,93.41
-103.93890,31.07960,92.56
-103.93890,31.08960,91.73
-103.93890,31.09960,90.90
-103.93890,31.10960,90.09
-103.93890,31.11960,89.28
-103.93890,31.12960,88.49
-103.93890,31.13960,87.70
-103.93890,31.14960,86.93
-103.93890,31.15960,86.16
-103.93890,31.16960,85.40
-103.93890,31.17960,84.65
-103.93890,31.18960,83.92
-103.93890,31.19960,83.18
-103.93890,31.20960,82.46
-103.93890,31.21960,81.75
-103.93890,31.22960,67.58
-103.93890,31.23960,67.66
-103.93890,31.24960,67.73
-103.93890,31.25960,67.79
-103.93890,31.26960,67.71
-103.93890,31.27960,67.49
-103.93890,31.28960,67.25
-103.93890,31.29960,67.00
-103.93890,31.30960,66.72
-103.93890,31.31960,66.42
-103.93890,31.32960,66.11
-103.93890,31.33960,65.77
-103.93890,31.34960,65.41
-103.93890,31.35960,65.04
-103.93890,31.36960,64.64
-103.93890,31.37960,64.22
-103.93890,31.38960,63.78
-103.93890,31.39960,63.32
-103.93890,31.40960,62.84
-103.93890,31.41960,62.34
-103.93890,31.42960,61.82
-103.93890,31.43960,61.28
-103.93890,31.44960,60.72
-103.93890,31.45960,60.14
-103.93890,31.46960,59.54
-103.93890,31.47960,58.92
-103.93890,31.48960,58.28
-103.93890,31.49960,57.62
-103.93890,31.50960,52.94
-103.93890,31.51960,48.09
-103.93890,31.52960,47.80
-103.93890,31.53960,44.27
-103.93890,31.54960,31.59
-103.93890,31.55960,31.02
-103.93890,31.56960,35.19
-103.93890,31.57960,37.61
-103.93890,31.58960,39.12
-103.93890,31.59960,40.11
-103.93890,31.60960,40.77
-103.93890,31.61960,41.20
-103.93890,31.62960,40.55
-103.93890,31.63960,36.46
-103.93890,31.64960,28.69
-103.93890,31.65960,23.33
-103.93890,31.66960,19.50
-103.93890,31.67960,18.36
-103.93890,31.68960,17.75
-103.93890,31.69960,18.19
-103.93890,31.70960,18.54
-103.92890,30.79960,120.12
-103.92890,30.80960,118.91
-103.92890,30.81960,117.72
-103.92890,30.82960,116.55
-103.92890,30.83960,115.40
-103.92890,30.84960,114.26
-103.92890,30.85960,113.15
-103.92890,30.86960,112.05
-103.92890,30.87960,110.96
-103.92890,30.88960,109.89
-103.92890,30.89960,108.84
-103.92890,30.90960,107.80
-103.92890,30.91960,106.78
-103.92890,30.92960,105.77
-103.92890,30.93960,104.77
-103.92890,30.94960,103.79
-103.92890,30.95960,102.82
-103.92890,30.96960,101.86
-103.92890,30.97960,100.92
-103.92890,30.98960,99.99
-103.92890,30.99960,99.07
-103.92890,31.00960,98.16
-103.92890,31.01960,97.26
-103.92890,31.02960,96.37
-103.92890,31.03960,95.50
-103.92890,31.04960,94.63
-103.92890,31.05960,93.78
-103.92890,31.06960,92.93
-103.92890,31.07960,92.10
-103.92890,31.08960,91.28
-103.92890,31.09960,90.46
-103.92890,31.10960,89.66
-103.92890,31.11960,88.87
-103.92890,31.12960,88.08
