pick_id,arrival_time,probability,phasehint,network,station,location,instrument_type,author,creation_time,event_start_time,event_end_time,detection_probability,snr,station_lat,station_lon,station_elv,file_name
20231207.040550.55-P-TX.PB34.00.HH,2023-12-07 04:05:50.550000,0.88,P,TX,PB34,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:50.330000,2023-12-07 04:05:51.750000,0.71,30.2,31.676667,-104.037778,969.3,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB34/TX.PB34.00.HH2__20231207T040300Z__20231207T040800Z.mseed
20231207.040550.65-P-TX.PB24.00.HH,2023-12-07 04:05:50.651000,0.9,P,TX,PB24,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:50.551000,2023-12-07 04:05:52.041000,0.78,34.2,31.61979,-104.01776,997.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB24/TX.PB24.00.HHN__20231207T040300Z__20231207T040800Z.mseed
20231207.040550.80-P-TX.PB39.00.HH,2023-12-07 04:05:50.800000,0.6,P,TX,PB39,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:50.230000,2023-12-07 04:05:53.630000,0.25,19.5,31.721691,-104.060349,950.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB39/TX.PB39.00.HHZ__20231207T040300Z__20231207T040800Z.mseed
20231207.040551.10-S-TX.PB20.00.HH,2023-12-07 04:05:51.105000,0.89,S,TX,PB20,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:05:50.325000,2023-12-07 04:05:51.485000,0.82,7.1,31.6281,-104.06179,1022.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB20/TX.PB20.00.HHZ__20231207T040300Z__20231207T040759Z.mseed
20231207.040551.15-S-TX.PB23.00.HH,2023-12-07 04:05:51.151000,0.88,S,TX,PB23,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:05:50.341000,2023-12-07 04:05:51.551000,0.78,13.5,31.66404,-104.07276,1005.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB23/TX.PB23.00.HHE__20231207T040300Z__20231207T040800Z.mseed
20231207.040551.19-P-TX.PB25.00.HH,2023-12-07 04:05:51.197000,0.02,P,TX,PB25,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:50.737000,2023-12-07 04:05:53.207000,0.02,7.4,31.58308,-104.07019,1037.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB25/TX.PB25.00.HHZ__20231207T040259Z__20231207T040759Z.mseed
20231207.040551.32-S-TX.PB34.00.HH,2023-12-07 04:05:51.320000,0.85,S,TX,PB34,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:05:50.330000,2023-12-07 04:05:51.750000,0.71,10.6,31.676667,-104.037778,969.3,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB34/TX.PB34.00.HH2__20231207T040300Z__20231207T040800Z.mseed
20231207.040551.47-P-4O.WB03.00.HH,2023-12-07 04:05:51.478500,0.04,P,4O,WB03,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:50.628500,2023-12-07 04:05:54.008500,0.06,4.3,31.6107215,-103.9688386,994.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/WB03/4O.WB03.00.HHZ__20231207T040259Z__20231207T040759Z.mseed
20231207.040551.53-S-TX.PB24.00.HH,2023-12-07 04:05:51.531000,0.84,S,TX,PB24,00,HH,EQTransformer,2024-09-12 00:30:21.246641,2023-12-07 04:05:50.551000,2023-12-07 04:05:52.041000,0.78,9.7,31.61979,-104.01776,997.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB24/TX.PB24.00.HHN__20231207T040300Z__20231207T040800Z.mseed
20231207.040551.74-P-TX.PB31.00.HH,2023-12-07 04:05:51.740000,0.04,P,TX,PB31,00,HH,EQTransformer,2024-09-12 00:30:21.241737,2023-12-07 04:05:50.390000,2023-12-07 04:05:55.910000,0.06,11.4,31.73226,-104.030536,907.0,/home/emmanuel/ecastillo/dev/delaware/monitor2/downloads/PB31/TX.PB31.00.HH1__20231207T040300Z__20231207T040800Z.mseed
